title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Mood,24kGoldn Featuring iann dior,,1,1,11,1,False,2020-10-31
WAP,Cardi B Featuring Megan Thee Stallion,,1,2,11,2,False,2020-10-31
Laugh Now Cry Later,Drake Featuring Lil Durk,,2,3,10,3,False,2020-10-31
Blinding Lights,The Weeknd,,1,4,47,4,False,2020-10-31
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,,1,6,19,5,False,2020-10-31
I Hope,Gabby Barrett Featuring Charlie Puth,,6,8,43,6,False,2020-10-31
Dynamite,BTS,,1,5,9,7,False,2020-10-31
Rockstar,DaBaby Featuring Roddy Ricch,,1,7,27,8,False,2020-10-31
Holy,Justin Bieber Featuring Chance The Rapper,,3,14,5,9,False,2020-10-31
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,,10,10,10,10,False,2020-10-31
Watermelon Sugar,Harry Styles,,1,9,31,11,False,2020-10-31
Before You Go,Lewis Capaldi,,9,11,38,12,False,2020-10-31
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,6,13,16,13,False,2020-10-31
Lonely,Justin Bieber & benny blanco,,14,0,1,14,True,2020-10-31
Go Crazy,Chris Brown & Young Thug,,9,15,24,15,False,2020-10-31
Got What I Got,Jason Aldean,,16,16,21,16,False,2020-10-31
One Of Them Girls,Lee Brice,,17,17,21,17,False,2020-10-31
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",,2,18,37,18,False,2020-10-31
Circles,Post Malone,,1,19,60,19,False,2020-10-31
Be Like That,Kane Brown With Swae Lee & Khalid,,20,20,15,20,False,2020-10-31
Dreams,Fleetwood Mac,,1,12,22,21,False,2020-10-31
Come & Go,Juice WRLD x Marshmello,,2,21,15,22,False,2020-10-31
Said Sum,Moneybagg Yo,,23,33,16,23,False,2020-10-31
Kings & Queens,Ava Max,,24,32,11,24,False,2020-10-31
What You Know Bout Love,Pop Smoke,,25,29,7,25,False,2020-10-31
Bang!,AJR,,26,26,16,26,False,2020-10-31
ily,Surf Mesa Featuring Emilee,,27,28,22,27,False,2020-10-31
More Than My Hometown,Morgan Wallen,,28,30,19,28,False,2020-10-31
Some Girls,Jameson Rodgers,,29,34,11,29,False,2020-10-31
Wonder,Shawn Mendes,,18,22,3,30,False,2020-10-31
Adore You,Harry Styles,,6,25,46,31,False,2020-10-31
The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,,11,38,16,32,False,2020-10-31
Roses,SAINt JHN,,4,31,31,33,False,2020-10-31
Break My Heart,Dua Lipa,,13,27,30,34,False,2020-10-31
Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,,35,0,2,35,False,2020-10-31
Don't Start Now,Dua Lipa,,2,35,51,36,False,2020-10-31
One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,,37,41,20,37,False,2020-10-31
Rags2Riches,Rod Wave Featuring ATR Son Son,,12,39,17,38,False,2020-10-31
Franchise,Travis Scott Featuring Young Thug & M.I.A.,,1,23,4,39,False,2020-10-31
Mood Swings,Pop Smoke Featuring Lil Tjay,,17,37,16,40,False,2020-10-31
Love You Like I Used To,Russell Dickerson,,41,51,7,41,False,2020-10-31
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,,10,24,3,42,False,2020-10-31
I Should Probably Go To Bed,Dan + Shay,,42,44,12,43,False,2020-10-31
Pretty Heart,Parker McCollum,,44,47,15,44,False,2020-10-31
Lovin' On You,Luke Combs,,23,42,17,45,False,2020-10-31
Popstar,DJ Khaled Featuring Drake,,3,40,14,46,False,2020-10-31
Levitating,Dua Lipa,,47,54,3,47,False,2020-10-31
Midnight Sky,Miley Cyrus,,14,50,10,48,False,2020-10-31
Happy Anywhere,Blake Shelton Featuring Gwen Stefani,,45,45,13,49,False,2020-10-31
Runnin,21 Savage & Metro Boomin,,9,36,3,50,False,2020-10-31
24,Money Man Featuring Lil Baby,,49,49,10,51,False,2020-10-31
You're Mines Still,Yung Bleu Featuring Drake,,52,0,1,52,True,2020-10-31
Tap In,Saweetie,,20,46,15,53,False,2020-10-31
My Ex's Best Friend,Machine Gun Kelly X blackbear,,28,48,10,54,False,2020-10-31
Wishing Well,Juice WRLD,,5,52,15,55,False,2020-10-31
Everywhere But On,Matt Stell,,56,62,7,56,False,2020-10-31
Better Together,Luke Combs,,57,69,3,57,False,2020-10-31
You Broke Me First.,Tate McRae,,57,57,9,58,False,2020-10-31
Hawai,Maluma & The Weeknd,,55,55,9,59,False,2020-10-31
Diamonds,Sam Smith,,51,59,5,60,False,2020-10-31
7 Summers,Morgan Wallen,,6,56,10,61,False,2020-10-31
Ain't Always The Cowboy,Jon Pardi,,61,61,8,62,False,2020-10-31
Don't Stop,Megan Thee Stallion Featuring Young Thug,,30,53,3,63,False,2020-10-31
Heather,Conan Gray,,46,60,10,64,False,2020-10-31
Starting Over,Chris Stapleton,,57,64,8,65,False,2020-10-31
Hit Different,SZA Featuring Ty Dolla $ign,,29,66,7,66,False,2020-10-31
Martin & Gina,Polo G,,61,67,12,67,False,2020-10-31
"Big, Big Plans",Chris Lane,,68,78,3,68,False,2020-10-31
B.S.,Jhene Aiko Featuring H.E.R.,,24,76,12,69,False,2020-10-31
U 2 Luv,Ne-Yo & Jeremih,,70,80,3,70,False,2020-10-31
Hate The Way,G-Eazy Featuring blackbear,,71,0,1,71,True,2020-10-31
The Bigger Picture,Lil Baby,,3,68,19,72,False,2020-10-31
Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",,64,75,7,73,False,2020-10-31
Good Time,Niko Moon,,74,84,3,74,False,2020-10-31
Do It,Chloe X Halle,,63,77,10,75,False,2020-10-31
Greece,DJ Khaled Featuring Drake,,8,71,14,76,False,2020-10-31
Kacey Talk,YoungBoy Never Broke Again,,50,82,10,77,False,2020-10-31
