title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Butter,BTS,,1,7,9,1,False,2021-07-31
Good 4 U,Olivia Rodrigo,,1,2,10,2,False,2021-07-31
Levitating,Dua Lipa,,2,4,42,3,False,2021-07-31
Stay,The Kid LAROI & Justin Bieber,,3,3,2,4,False,2021-07-31
Kiss Me More,Doja Cat Featuring SZA,,3,5,15,5,False,2021-07-31
Bad Habits,Ed Sheeran,,5,6,4,6,False,2021-07-31
Permission To Dance,BTS,,1,1,2,7,False,2021-07-31
Montero (Call Me By Your Name),Lil Nas X,,1,8,17,8,False,2021-07-31
Deja Vu,Olivia Rodrigo,,3,10,16,9,False,2021-07-31
Save Your Tears,The Weeknd & Ariana Grande,,1,9,32,10,False,2021-07-31
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,,1,11,18,11,False,2021-07-31
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,1,12,20,12,False,2021-07-31
Rapstar,Polo G,,1,14,15,13,False,2021-07-31
Wild Side,Normani Featuring Cardi B,,14,0,1,14,True,2021-07-31
Fancy Like,Walker Hayes,,15,21,5,15,False,2021-07-31
Heartbreak Anniversary,Giveon,,16,18,23,16,False,2021-07-31
Blinding Lights,The Weeknd,,1,17,85,17,False,2021-07-31
Astronaut In The Ocean,Masked Wolf,,6,15,23,18,False,2021-07-31
You Right,Doja Cat & The Weeknd,,11,19,4,19,False,2021-07-31
Without You,The Kid LAROI,,8,20,33,20,False,2021-07-31
Forever After All,Luke Combs,,2,22,39,21,False,2021-07-31
Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,,20,23,12,22,False,2021-07-31
Motley Crew,Post Malone,,13,13,2,23,False,2021-07-31
Leave Before You Love Me,Marshmello X Jonas Brothers,,24,28,9,24,False,2021-07-31
Thot Shit,Megan Thee Stallion,,16,25,6,25,False,2021-07-31
Lil Bit,Nelly & Florida Georgia Line,,23,29,18,26,False,2021-07-31
Single Saturday Night,Cole Swindell,,26,27,12,27,False,2021-07-31
Famous Friends,Chris Young + Kane Brown,,21,24,17,28,False,2021-07-31
Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,,13,26,20,29,False,2021-07-31
Whole Lotta Money,BIA Featuring Nicki Minaj,,16,16,2,30,False,2021-07-31
Ain't Shit,Doja Cat,,24,34,4,31,False,2021-07-31
Heat Waves,Glass Animals,,19,35,27,32,False,2021-07-31
Late At Night,Roddy Ricch,,20,33,7,33,False,2021-07-31
Glad You Exist,Dan + Shay,,31,31,24,34,False,2021-07-31
Beggin',Maneskin,,35,41,4,35,False,2021-07-31
Blame It On You,Jason Aldean,,30,30,13,36,False,2021-07-31
Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,,37,40,8,37,False,2021-07-31
Telepatia,Kali Uchis,,25,36,22,38,False,2021-07-31
Traitor,Olivia Rodrigo,,9,45,9,39,False,2021-07-31
Best Friend,Saweetie Featuring Doja Cat,,14,32,28,40,False,2021-07-31
Mood,24kGoldn Featuring iann dior,,1,43,50,41,False,2021-07-31
My Ex's Best Friend,Machine Gun Kelly X blackbear,,20,44,49,42,False,2021-07-31
Drivers License,Olivia Rodrigo,,1,42,28,43,False,2021-07-31
Yonaguni,Bad Bunny,,10,38,7,44,False,2021-07-31
Todo de Ti,Rauw Alejandro,,32,47,8,45,False,2021-07-31
Need To Know,Doja Cat,,38,63,6,46,False,2021-07-31
Wants And Needs,Drake Featuring Lil Baby,,2,37,20,47,False,2021-07-31
Wockesha,Moneybagg Yo,,33,46,13,48,False,2021-07-31
Tell The Vision,Pop Smoke Featuring Kanye West & Pusha T,,49,0,1,49,True,2021-07-31
Holy Smokes,Trippie Redd Featuring Lil Uzi Vert,,50,0,1,50,True,2021-07-31
Things A Man Oughta Know,Lainey Wilson,,51,59,10,51,False,2021-07-31
pov,Ariana Grande,,27,48,20,52,False,2021-07-31
Settling Down,Miranda Lambert,,41,54,19,53,False,2021-07-31
Bout A Million,Pop Smoke Featuring 21 Savage & 42 Dugg,,54,0,1,54,True,2021-07-31
One Too Many,Keith Urban Duet With P!nk,,52,52,32,55,False,2021-07-31
Ball If I Want To,DaBaby,,39,51,5,56,False,2021-07-31
Arcade,Duncan Laurence,,57,58,15,57,False,2021-07-31
Chasing After You,Ryan Hurd With Maren Morris,,56,56,12,58,False,2021-07-31
Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,,53,53,13,59,False,2021-07-31
You,Regard x Troye Sivan x Tate McRae,,60,61,6,60,False,2021-07-31
Waves,Luke Bryan,,61,73,5,61,False,2021-07-31
Way Less Sad,AJR,,54,60,13,62,False,2021-07-31
Gone,Dierks Bentley,,26,55,19,63,False,2021-07-31
Woo Baby,Pop Smoke Featuring Chris Brown,,64,0,1,64,True,2021-07-31
We Didn't Have Much,Justin Moore,,65,70,5,65,False,2021-07-31
Country Again,Thomas Rhett,,66,71,12,66,False,2021-07-31
Essence,Wizkid Featuring Justin Bieber & Tems,,67,72,3,67,False,2021-07-31
Favorite Crime,Olivia Rodrigo,,16,57,9,68,False,2021-07-31
my.life,"J. Cole, 21 Savage & Morray",,2,65,10,69,False,2021-07-31
Memory,Kane Brown X blackbear,,50,50,2,70,False,2021-07-31
Mr. Jones,Pop Smoke Featuring Future,,71,0,1,71,True,2021-07-31
Straightenin,Migos,,23,62,10,72,False,2021-07-31
AM,Nio Garcia X J Balvin X Bad Bunny,,41,66,4,73,False,2021-07-31
Ski,Young Thug & Gunna,,18,64,14,74,False,2021-07-31
NDA,Billie Eilish,,39,39,2,75,False,2021-07-31
Happier,Olivia Rodrigo,,15,68,9,76,False,2021-07-31
Tombstone,Rod Wave,,11,81,17,77,False,2021-07-31
A-O-K,Tai Verdes,,78,83,3,78,False,2021-07-31
Red Light Green Light,DaBaby,,50,67,4,79,False,2021-07-31
More Time,Pop Smoke,,80,0,1,80,True,2021-07-31
Hats Off,"Lil Baby, Lil Durk & Travis Scott",,16,75,7,81,False,2021-07-31
Manslaughter,Pop Smoke Featuring Rick Ross & The-Dream,,82,0,1,82,True,2021-07-31
Minimum Wage,Blake Shelton,,67,82,11,83,False,2021-07-31
Come Through,H.E.R. Featuring Chris Brown,,64,79,7,84,False,2021-07-31
Fiel,"Los Legendarios, Wisin & Jhay Cortez",,62,77,6,85,False,2021-07-31
Demeanor,Pop Smoke Featuring Dua Lipa,,86,0,1,86,True,2021-07-31
2055,Sleepy Hallow,,87,0,1,87,True,2021-07-31
Brutal,Olivia Rodrigo,,12,76,9,88,False,2021-07-31
Love Again,Dua Lipa,,89,0,1,89,True,2021-07-31
I Was On A Boat That Day,Old Dominion,,85,85,3,90,False,2021-07-31
WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",,14,69,4,91,False,2021-07-31
transparentsoul,Willow Featuring Travis Barker,,76,93,6,92,False,2021-07-31
Am I The Only One,Aaron Lewis,,14,0,2,93,False,2021-07-31
Twerkulator,City Girls,,51,80,7,94,False,2021-07-31
My Boy,Elvie Shane,,88,90,4,95,False,2021-07-31
Build A Bitch,Bella Poarch,,56,84,10,96,False,2021-07-31
30,Pop Smoke Featuring Bizzy Banks,,97,0,1,97,True,2021-07-31
You Should Probably Leave,Chris Stapleton,,90,91,3,98,False,2021-07-31
"Jealousy, Jealousy",Olivia Rodrigo,,24,87,9,99,False,2021-07-31
Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,,95,95,3,100,False,2021-07-31
