title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
The Box,Roddy Ricch,,1,1,13,1,False,2020-03-14
Life Is Good,Future Featuring Drake,,2,2,8,2,False,2020-03-14
Don't Start Now,Dua Lipa,,3,5,18,3,False,2020-03-14
Circles,Post Malone,,1,3,27,4,False,2020-03-14
Stupid Love,Lady Gaga,,5,0,1,5,True,2020-03-14
Roxanne,Arizona Zervas,,4,6,18,6,False,2020-03-14
Blinding Lights,The Weeknd,,7,8,14,7,False,2020-03-14
Dance Monkey,Tones And I,,4,7,22,8,False,2020-03-14
Memories,Maroon 5,,2,9,24,9,False,2020-03-14
Intentions,Justin Bieber Featuring Quavo,,9,11,4,10,False,2020-03-14
Someone You Loved,Lewis Capaldi,,1,10,43,11,False,2020-03-14
Everything I Wanted,Billie Eilish,,8,12,17,12,False,2020-03-14
Hot Girl Bummer,blackbear,,13,14,25,13,False,2020-03-14
Adore You,Harry Styles,,14,15,13,14,False,2020-03-14
Woah,Lil Baby,,15,24,17,15,False,2020-03-14
Say So,Doja Cat Featuring Nicki Minaj,,16,33,9,16,False,2020-03-14
Heartless,The Weeknd,,1,13,15,17,False,2020-03-14
Heatin Up,Lil Baby & Gunna,,18,0,1,18,True,2020-03-14
The Bones,Maren Morris,,18,19,24,19,False,2020-03-14
"10,000 Hours",Dan + Shay & Justin Bieber,,4,16,22,20,False,2020-03-14
That Way,Lil Uzi Vert,,21,0,1,21,True,2020-03-14
Ballin',Mustard & Roddy Ricch,,11,17,33,22,False,2020-03-14
Commercial,Lil Baby Featuring Lil Uzi Vert,,23,0,1,23,True,2020-03-14
BOP,DaBaby,,11,18,23,24,False,2020-03-14
My Oh My,Camila Cabello Featuring DaBaby,,22,22,13,25,False,2020-03-14
Sum 2 Prove,Lil Baby,,16,46,8,26,False,2020-03-14
Lose You To Love Me,Selena Gomez,,1,21,20,27,False,2020-03-14
Live Off My Closet,Lil Baby Featuring Future,,28,0,1,28,True,2020-03-14
You Should Be Sad,Halsey,,26,26,8,29,False,2020-03-14
High Fashion,Roddy Ricch Featuring Mustard,,20,25,10,30,False,2020-03-14
Emotionally Scarred,Lil Baby,,31,0,1,31,True,2020-03-14
Si Veo A Tu Mama,Bad Bunny,,32,0,1,32,True,2020-03-14
La Dificil,Bad Bunny,,33,0,1,33,True,2020-03-14
Falling,Trevor Daniel,,25,29,16,34,False,2020-03-14
Good As Hell,Lizzo,,3,27,28,35,False,2020-03-14
Vete,Bad Bunny,,33,99,14,36,False,2020-03-14
No Guidance,Chris Brown Featuring Drake,,5,31,39,37,False,2020-03-14
PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",,38,0,1,38,True,2020-03-14
Homesick,Kane Brown,,39,39,16,39,False,2020-03-14
Yummy,Justin Bieber,,2,23,9,40,False,2020-03-14
What A Man Gotta Do,Jonas Brothers,,16,32,7,41,False,2020-03-14
Godzilla,Eminem Featuring Juice WRLD,,3,37,7,42,False,2020-03-14
Senorita,Shawn Mendes & Camila Cabello,,1,35,37,43,False,2020-03-14
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,,36,38,15,44,False,2020-03-14
Bad Guy,Billie Eilish,,1,36,49,45,False,2020-03-14
Kinfolks,Sam Hunt,,34,34,21,46,False,2020-03-14
Dior,Pop Smoke,,30,30,3,47,False,2020-03-14
Grace,Lil Baby & 42 Dugg,,48,0,1,48,True,2020-03-14
Ignorantes,Bad Bunny & Sech,,49,0,2,49,False,2020-03-14
One Man Band,Old Dominion,,20,42,28,50,False,2020-03-14
I Hope,Gabby Barrett Featuring Charlie Puth,,44,45,10,51,False,2020-03-14
Blueberry Faygo,Lil Mosey,,51,51,4,52,False,2020-03-14
La Santa,Bad Bunny X Daddy Yankee,,53,0,1,53,True,2020-03-14
Get Ugly,Lil Baby,,54,0,1,54,True,2020-03-14
Heart On Ice,Rod Wave,,54,57,17,55,False,2020-03-14
Slide,H.E.R. Featuring YG,,52,52,11,56,False,2020-03-14
Juicy,Doja Cat & Tyga,,41,55,19,57,False,2020-03-14
No Sucker,Lil Baby & Moneybagg Yo,,58,0,1,58,True,2020-03-14
How,Lil Baby,,59,0,1,59,True,2020-03-14
BEST ON EARTH,Russ & BIA,,52,56,13,60,False,2020-03-14
The Other Side,SZA X Justin Timberlake,,61,0,1,61,True,2020-03-14
Tusa,Karol G & Nicki Minaj,,42,53,14,62,False,2020-03-14
Pero Ya No,Bad Bunny,,63,0,1,63,True,2020-03-14
Forever,Lil Baby Featuring Lil Wayne,,64,0,1,64,True,2020-03-14
Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,,60,63,3,65,False,2020-03-14
After Hours,The Weeknd,,20,20,3,66,False,2020-03-14
Nobody But You,Blake Shelton Duet With Gwen Stefani,,43,65,8,67,False,2020-03-14
ON,BTS,,4,4,2,68,False,2020-03-14
Yo Perreo Sola,Bad Bunny,,69,0,1,69,True,2020-03-14
Homemade,Jake Owen,,70,72,6,70,False,2020-03-14
