title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
All I Want For Christmas Is You,Mariah Carey,,1,1,50,1,False,2022-01-01
Rockin' Around The Christmas Tree,Brenda Lee,,2,2,44,2,False,2022-01-01
Jingle Bell Rock,Bobby Helms,,3,4,41,3,False,2022-01-01
A Holly Jolly Christmas,Burl Ives,,4,5,25,4,False,2022-01-01
Easy On Me,Adele,,1,3,11,5,False,2022-01-01
It's The Most Wonderful Time Of The Year,Andy Williams,,5,7,26,6,False,2022-01-01
Last Christmas,Wham!,,7,9,24,7,False,2022-01-01
Feliz Navidad,Jose Feliciano,,6,11,19,8,False,2022-01-01
Stay,The Kid LAROI & Justin Bieber,,1,6,24,9,False,2022-01-01
Sleigh Ride,The Ronettes,,10,13,15,10,False,2022-01-01
The Christmas Song (Merry Christmas To You),Nat King Cole,,11,15,31,11,False,2022-01-01
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,,8,17,18,12,False,2022-01-01
Underneath The Tree,Kelly Clarkson,,12,18,14,13,False,2022-01-01
Broadway Girls,Lil Durk Featuring Morgan Wallen,,14,0,1,14,True,2022-01-01
Heat Waves,Glass Animals,,7,8,49,15,False,2022-01-01
Christmas (Baby Please Come Home),Darlene Love,,16,25,11,16,False,2022-01-01
It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,,12,19,11,17,False,2022-01-01
Santa Tell Me,Ariana Grande,,17,24,12,18,False,2022-01-01
Rudolph The Red-Nosed Reindeer,Gene Autry,,16,21,16,19,False,2022-01-01
Happy Holiday / The Holiday Season,Andy Williams,,18,22,12,20,False,2022-01-01
White Christmas,Bing Crosby,,12,27,24,21,False,2022-01-01
Industry Baby,Lil Nas X & Jack Harlow,,1,10,22,22,False,2022-01-01
Shivers,Ed Sheeran,,5,12,15,23,False,2022-01-01
Need To Know,Doja Cat,,8,14,28,24,False,2022-01-01
Run Rudolph Run,Chuck Berry,,10,32,13,25,False,2022-01-01
Super Gremlin,Kodak Black,,20,20,7,26,False,2022-01-01
abcdefu,GAYLE,,15,16,5,27,False,2022-01-01
(There's No Place Like) Home For The Holidays,Perry Como,,22,28,11,28,False,2022-01-01
Cold Heart (PNAU Remix),Elton John & Dua Lipa,,11,23,16,29,False,2022-01-01
It's Beginning To Look A Lot Like Christmas,Michael Buble,,20,36,9,30,False,2022-01-01
Bad Habits,Ed Sheeran,,2,26,26,31,False,2022-01-01
Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),,5,30,7,32,False,2022-01-01
Jingle Bells,Frank Sinatra,,33,0,3,33,False,2022-01-01
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,,32,44,4,34,False,2022-01-01
Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,,35,50,2,35,False,2022-01-01
Wonderful Christmastime,Paul McCartney,,28,41,6,36,False,2022-01-01
Linus & Lucy,Vince Guaraldi Trio,,37,0,1,37,True,2022-01-01
Good 4 U,Olivia Rodrigo,,1,33,32,38,False,2022-01-01
Ghost,Justin Bieber,,32,37,13,39,False,2022-01-01
Please Come Home For Christmas,Eagles,,18,0,10,40,False,2022-01-01
Santa Claus Is Comin' To Town,Jackson 5,,41,0,2,41,False,2022-01-01
