title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Easy On Me,Adele,,1,1,9,1,False,2021-12-18
All I Want For Christmas Is You,Mariah Carey,,1,3,48,2,False,2021-12-18
Rockin' Around The Christmas Tree,Brenda Lee,,2,4,42,3,False,2021-12-18
Stay,The Kid LAROI & Justin Bieber,,1,2,22,4,False,2021-12-18
A Holly Jolly Christmas,Burl Ives,,4,7,23,5,False,2021-12-18
Jingle Bell Rock,Bobby Helms,,3,5,39,6,False,2021-12-18
I Hate U,SZA,,7,0,1,7,True,2021-12-18
Industry Baby,Lil Nas X & Jack Harlow,,1,6,20,8,False,2021-12-18
Heat Waves,Glass Animals,,7,8,47,9,False,2021-12-18
It's The Most Wonderful Time Of The Year,Andy Williams,,5,11,24,10,False,2021-12-18
Shivers,Ed Sheeran,,5,9,13,11,False,2021-12-18
Need To Know,Doja Cat,,8,10,26,12,False,2021-12-18
Last Christmas,Wham!,,9,15,22,13,False,2021-12-18
Feliz Navidad,Jose Feliciano,,6,16,17,14,False,2021-12-18
abcdefu,GAYLE,,15,24,3,15,False,2021-12-18
Bad Habits,Ed Sheeran,,2,12,24,16,False,2021-12-18
Sleigh Ride,The Ronettes,,13,19,13,17,False,2021-12-18
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,,8,22,16,18,False,2021-12-18
Cold Heart (PNAU Remix),Elton John & Dua Lipa,,11,13,14,19,False,2021-12-18
The Christmas Song (Merry Christmas To You),Nat King Cole,,11,18,29,20,False,2021-12-18
It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,,12,0,9,21,False,2021-12-18
Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),,5,14,5,22,False,2021-12-18
Super Gremlin,Kodak Black,,23,55,5,23,False,2021-12-18
Underneath The Tree,Kelly Clarkson,,12,27,12,24,False,2021-12-18
Christmas (Baby Please Come Home),Darlene Love,,17,17,9,25,False,2021-12-18
Happy Holiday / The Holiday Season,Andy Williams,,18,30,10,26,False,2021-12-18
Rudolph The Red-Nosed Reindeer,Gene Autry,,16,35,14,27,False,2021-12-18
White Christmas,Bing Crosby,,12,25,22,28,False,2021-12-18
Good 4 U,Olivia Rodrigo,,1,26,30,29,False,2021-12-18
Santa Tell Me,Ariana Grande,,17,36,10,30,False,2021-12-18
Fancy Like,Walker Hayes,,3,23,25,31,False,2021-12-18
It's Beginning To Look A Lot Like Christmas,Michael Buble,,20,20,7,32,False,2021-12-18
You Right,Doja Cat & The Weeknd,,11,29,24,33,False,2021-12-18
Run Rudolph Run,Chuck Berry,,10,40,11,34,False,2021-12-18
Essence,Wizkid Featuring Justin Bieber & Tems,,9,28,23,35,False,2021-12-18
Kiss Me More,Doja Cat Featuring SZA,,3,34,35,36,False,2021-12-18
(There's No Place Like) Home For The Holidays,Perry Como,,22,46,9,37,False,2021-12-18
One Right Now,Post Malone & The Weeknd,,6,33,5,38,False,2021-12-18
Way 2 Sexy,Drake Featuring Future & Young Thug,,1,31,14,39,False,2021-12-18
Ghost,Justin Bieber,,32,39,11,40,False,2021-12-18
Save Your Tears,The Weeknd & Ariana Grande,,1,38,52,41,False,2021-12-18
All Too Well (Taylor's Version),Taylor Swift,,1,21,4,42,False,2021-12-18
Beggin',Maneskin,,13,32,24,43,False,2021-12-18
Knife Talk,Drake Featuring 21 Savage & Project Pat,,4,41,14,44,False,2021-12-18
Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,,30,49,17,45,False,2021-12-18
Happier Than Ever,Billie Eilish,,11,44,19,46,False,2021-12-18
Oh My God,Adele,,5,37,3,47,False,2021-12-18
Love Nwantiti (Ah Ah Ah),CKay,,31,47,12,48,False,2021-12-18
Wandered To LA.,Juice WRLD & Justin Bieber,,49,0,1,49,True,2021-12-18
Thats What I Want,Lil Nas X,,10,43,12,50,False,2021-12-18
Better Days,NEIKED X Mae Muller X Polo G,,29,45,8,51,False,2021-12-18
If I Didn't Love You,Jason Aldean & Carrie Underwood,,15,42,20,52,False,2021-12-18
Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,,21,48,13,53,False,2021-12-18
Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",,17,53,9,54,False,2021-12-18
Girls Want Girls,Drake Featuring Lil Baby,,2,50,14,55,False,2021-12-18
Buy Dirt,Jordan Davis Featuring Luke Bryan,,30,54,18,56,False,2021-12-18
Cold As You,Luke Combs,,32,52,19,57,False,2021-12-18
You Should Probably Leave,Chris Stapleton,,39,57,23,58,False,2021-12-18
My Universe,Coldplay x BTS,,1,51,11,59,False,2021-12-18
Pepas,Farruko,,25,56,20,60,False,2021-12-18
By Your Side,Rod Wave,,58,58,2,61,False,2021-12-18
Sand In My Boots,Morgan Wallen,,32,64,21,62,False,2021-12-18
Have Mercy,Chloe,,28,62,13,63,False,2021-12-18
Woman,Doja Cat,,62,90,19,64,False,2021-12-18
Chosen,Blxst & Tyga Featuring Ty Dolla $ign,,53,59,11,65,False,2021-12-18
Don't Play,Polo G Featuring Lil Baby,,66,0,1,66,True,2021-12-18
Whiskey And Rain,Michael Ray,,61,61,10,67,False,2021-12-18
One Mississippi,Kane Brown,,59,65,11,68,False,2021-12-18
Big Energy,Latto,,69,71,7,69,False,2021-12-18
Bad Man (Smooth Criminal),Polo G,,49,84,4,70,False,2021-12-18
Enemy,Imagine Dragons X JID,,69,69,3,71,False,2021-12-18
Merry Christmas,Ed Sheeran & Elton John,,72,0,1,72,True,2021-12-18
Same Boat,Zac Brown Band,,48,60,12,73,False,2021-12-18
Christmas Tree Farm (Old Timey Version),Taylor Swift,,74,82,2,74,False,2021-12-18
Knowing You,Kenny Chesney,,57,66,17,75,False,2021-12-18
Family Ties,Baby Keem & Kendrick Lamar,,18,68,15,76,False,2021-12-18
Gyalis,Capella Grey,,38,70,19,77,False,2021-12-18
No Love,Summer Walker & SZA,,13,73,5,78,False,2021-12-18
Pick Out A Christmas Tree,Dan + Shay,,77,77,2,79,False,2021-12-18
Too Easy,Gunna & Future,,38,0,9,80,False,2021-12-18
'Til You Can't,Cody Johnson,,65,88,9,81,False,2021-12-18
Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,,45,78,4,82,False,2021-12-18
Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,,22,72,15,83,False,2021-12-18
