title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Rockstar,DaBaby Featuring Roddy Ricch,,1,1,14,1,False,2020-08-01
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",,2,3,24,2,False,2020-08-01
Popstar,DJ Khaled Featuring Drake,,3,0,1,3,True,2020-08-01
Blinding Lights,The Weeknd,,1,4,34,4,False,2020-08-01
Roses,SAINt JHN,,4,8,18,5,False,2020-08-01
Savage,Megan Thee Stallion,,1,6,19,6,False,2020-08-01
Watermelon Sugar,Harry Styles,,7,11,18,7,False,2020-08-01
Greece,DJ Khaled Featuring Drake,,8,0,1,8,True,2020-08-01
Come & Go,Juice WRLD x Marshmello,,2,2,2,9,False,2020-08-01
Go Crazy,Chris Brown & Young Thug,,10,29,11,10,False,2020-08-01
Blueberry Faygo,Lil Mosey,,8,13,24,11,False,2020-08-01
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,,12,19,6,12,False,2020-08-01
Wishing Well,Juice WRLD,,5,5,2,13,False,2020-08-01
Rain On Me,Lady Gaga & Ariana Grande,,1,28,9,14,False,2020-08-01
Adore You,Harry Styles,,6,17,33,15,False,2020-08-01
I Hope,Gabby Barrett Featuring Charlie Puth,,16,23,30,16,False,2020-08-01
Break My Heart,Dua Lipa,,17,24,17,17,False,2020-08-01
Circles,Post Malone,,1,20,47,18,False,2020-08-01
Before You Go,Lewis Capaldi,,19,30,25,19,False,2020-08-01
We Paid,Lil Baby & 42 Dugg,,10,26,12,20,False,2020-08-01
Say So,Doja Cat Featuring Nicki Minaj,,1,18,29,21,False,2020-08-01
Intentions,Justin Bieber Featuring Quavo,,5,21,24,22,False,2020-08-01
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,6,32,3,23,False,2020-08-01
Party Girl,StaySolidRocky,,21,25,13,24,False,2020-08-01
One Margarita,Luke Bryan,,19,31,12,25,False,2020-08-01
Bluebird,Miranda Lambert,,26,44,16,26,False,2020-08-01
Don't Start Now,Dua Lipa,,2,27,38,27,False,2020-08-01
Life Is Good,Future Featuring Drake,,2,39,28,28,False,2020-08-01
Death Bed,Powfu Featuring beabadoobee,,23,41,19,29,False,2020-08-01
Falling,Trevor Daniel,,17,33,36,30,False,2020-08-01
The Bones,Maren Morris,,12,36,44,31,False,2020-08-01
