title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,,11,48,3,32,False,2020-08-01
Hard To Forget,Sam Hunt,,26,37,17,33,False,2020-08-01
The Box,Roddy Ricch,,1,40,33,34,False,2020-08-01
Die From A Broken Heart,Maddie & Tae,,35,53,15,35,False,2020-08-01
Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,,10,10,2,36,False,2020-08-01
The Bigger Picture,Lil Baby,,3,43,6,37,False,2020-08-01
Conversations,Juice WRLD,,7,7,2,38,False,2020-08-01
Chasin' You,Morgan Wallen,,16,49,26,39,False,2020-08-01
Sunday Best,Surfaces,,19,45,21,40,False,2020-08-01
Rags2Riches,Rod Wave Featuring ATR Son Son,,41,52,4,41,False,2020-08-01
Life's A Mess,Juice WRLD X Halsey,,9,9,3,42,False,2020-08-01
Emotionally Scarred,Lil Baby,,31,55,21,43,False,2020-08-01
Said Sum,Moneybagg Yo,,44,63,3,44,False,2020-08-01
Toosie Slide,Drake,,1,54,16,45,False,2020-08-01
Girls In The Hood,Megan Thee Stallion,,28,57,4,46,False,2020-08-01
Supalonely,BENEE Featuring Gus Dapperton,,39,56,19,47,False,2020-08-01
Walk Em Down,NLE Choppa Featuring Roddy Ricch,,38,58,18,48,False,2020-08-01
Blood On My Jeans,Juice WRLD,,12,12,2,49,False,2020-08-01
One Big Country Song,LOCASH,,50,60,8,50,False,2020-08-01
Righteous,Juice WRLD,,11,15,12,51,False,2020-08-01
If The World Was Ending,JP Saxe Featuring Julia Michaels,,50,61,17,52,False,2020-08-01
Got What I Got,Jason Aldean,,52,65,8,53,False,2020-08-01
I Love My Country,Florida Georgia Line,,48,64,14,54,False,2020-08-01
Got It On Me,Pop Smoke,,31,59,3,55,False,2020-08-01
Done,Chris Janson,,56,67,6,56,False,2020-08-01
Like That,Doja Cat Featuring Gucci Mane,,51,68,8,57,False,2020-08-01
Stuck With U,Ariana Grande & Justin Bieber,,1,66,11,58,False,2020-08-01
Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",,58,70,16,59,False,2020-08-01
Don't Rush,Young T & Bugsey Featuring Headie One,,56,71,11,60,False,2020-08-01
Be Kind,Marshmello & Halsey,,29,62,12,61,False,2020-08-01
Titanic,Juice WRLD,,14,14,2,62,False,2020-08-01
Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",,62,72,7,63,False,2020-08-01
Stay High,Juice WRLD,,34,34,2,64,False,2020-08-01
Be Like That,Kane Brown With Swae Lee & Khalid,,65,73,2,65,False,2020-08-01
Tap In,Saweetie,,66,91,2,66,False,2020-08-01
God Whispered Your Name,Keith Urban,,60,74,14,67,False,2020-08-01
Bad Energy,Juice WRLD,,16,16,2,68,False,2020-08-01
One Of Them Girls,Lee Brice,,69,78,8,69,False,2020-08-01
Mood Swings,Pop Smoke Featuring Lil Tjay,,44,79,3,70,False,2020-08-01
Why We Drink,Justin Moore,,69,76,8,71,False,2020-08-01
Lovin' On You,Luke Combs,,72,87,4,72,False,2020-08-01
Cool Again,Kane Brown,,68,77,8,73,False,2020-08-01
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",,1,69,13,74,False,2020-08-01
Something Special,Pop Smoke,,41,75,3,75,False,2020-08-01
Need It,Migos Featuring YoungBoy Never Broke Again,,62,82,9,76,False,2020-08-01
Tell Me U Luv Me,Juice WRLD & Trippie Redd,,38,38,4,77,False,2020-08-01
Up Up And Away,Juice WRLD,,42,42,2,78,False,2020-08-01
Fighting Demons,Juice WRLD,,35,35,2,79,False,2020-08-01
More Than My Hometown,Morgan Wallen,,61,85,6,80,False,2020-08-01
B.S.,Jhene Aiko Featuring H.E.R.,,24,0,7,81,False,2020-08-01
After Party,Don Toliver,,57,81,14,82,False,2020-08-01
Past Life,Trevor Daniel x Selena Gomez,,77,90,3,83,False,2020-08-01
ily,Surf Mesa Featuring Emilee,,72,88,9,84,False,2020-08-01
Girl Of My Dreams,Rod Wave,,84,92,10,85,False,2020-08-01
One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,,86,98,8,86,False,2020-08-01
3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,,43,97,6,87,False,2020-08-01
Does To Me,Luke Combs Featuring Eric Church,,20,80,19,88,False,2020-08-01
Man Of The Year,Juice WRLD,,51,51,2,89,False,2020-08-01
Bang!,AJR,,86,0,3,90,False,2020-08-01
One Night Standards,Ashley McBryde,,83,94,7,91,False,2020-08-01
Can't Die,Juice WRLD,,50,50,2,92,False,2020-08-01
Chicago Freestyle,Drake Featuring Giveon,,14,93,12,93,False,2020-08-01
Flex,Polo G Featuring Juice WRLD,,30,0,9,94,False,2020-08-01
Screw Juice,Juice WRLD,,46,46,2,95,False,2020-08-01
Dollaz On My Head,Gunna Featuring Young Thug,,38,0,7,96,False,2020-08-01
Breaking Me,Topic & A7S,,97,0,1,97,True,2020-08-01
Enjoy Yourself,Pop Smoke Featuring Karol G,,56,0,2,98,False,2020-08-01
Pretty Heart,Parker McCollum,,94,0,3,99,False,2020-08-01
the.climb.back,J. Cole,,100,0,1,100,True,2020-08-01
