title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Mood,24kGoldn Featuring iann dior,,1,2,17,1,False,2020-12-12
All I Want For Christmas Is You,Mariah Carey,,1,14,40,2,False,2020-12-12
Positions,Ariana Grande,,1,4,6,3,False,2020-12-12
Rockin' Around The Christmas Tree,Brenda Lee,,2,21,35,4,False,2020-12-12
Dakiti,Bad Bunny & Jhay Cortez,,5,15,5,5,False,2020-12-12
Laugh Now Cry Later,Drake Featuring Lil Durk,,2,7,16,6,False,2020-12-12
Holy,Justin Bieber Featuring Chance The Rapper,,3,6,11,7,False,2020-12-12
I Hope,Gabby Barrett Featuring Charlie Puth,,3,5,49,8,False,2020-12-12
Jingle Bell Rock,Bobby Helms,,3,31,32,9,False,2020-12-12
Dynamite,BTS,,1,3,15,10,False,2020-12-12
Blinding Lights,The Weeknd,,1,9,53,11,False,2020-12-12
It's The Most Wonderful Time Of The Year,Andy Williams,,7,37,17,12,False,2020-12-12
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,,6,10,16,13,False,2020-12-12
Body,Megan Thee Stallion,,12,12,2,14,False,2020-12-12
Go Crazy,Chris Brown & Young Thug,,9,17,30,15,False,2020-12-12
Feliz Navidad,Jose Feliciano,,12,45,11,16,False,2020-12-12
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,6,16,22,17,False,2020-12-12
The Christmas Song (Merry Christmas To You),Nat King Cole,,11,48,23,18,False,2020-12-12
Kings & Queens,Ava Max,,13,18,17,19,False,2020-12-12
Therefore I Am,Billie Eilish,,2,11,4,20,False,2020-12-12
Last Christmas,Wham!,,11,42,16,21,False,2020-12-12
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,,15,49,10,22,False,2020-12-12
Sleigh Ride,The Ronettes,,21,0,8,23,False,2020-12-12
A Holly Jolly Christmas,Burl Ives,,4,0,16,24,False,2020-12-12
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,,8,30,5,25,False,2020-12-12
Levitating,Dua Lipa,,20,24,9,26,False,2020-12-12
Bang!,AJR,,24,29,22,27,False,2020-12-12
Life Goes On,BTS,,1,1,2,28,False,2020-12-12
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,,1,19,25,29,False,2020-12-12
Underneath The Tree,Kelly Clarkson,,30,0,6,30,False,2020-12-12
Be Like That,Kane Brown With Swae Lee & Khalid,,19,27,21,31,False,2020-12-12
More Than My Hometown,Morgan Wallen,,15,20,25,32,False,2020-12-12
WAP,Cardi B Featuring Megan Thee Stallion,,1,23,17,33,False,2020-12-12
Happy Holiday / The Holiday Season,Andy Williams,,24,0,5,34,False,2020-12-12
Rockstar,DaBaby Featuring Roddy Ricch,,1,26,33,35,False,2020-12-12
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,,28,0,7,36,False,2020-12-12
White Christmas,Bing Crosby,,12,0,17,37,False,2020-12-12
Monster,Shawn Mendes & Justin Bieber,,8,8,2,38,False,2020-12-12
It's Beginning To Look A Lot Like Christmas,Michael Buble,,39,0,2,39,False,2020-12-12
Rudolph The Red-Nosed Reindeer,Gene Autry,,16,0,9,40,False,2020-12-12
Christmas (Baby Please Come Home),Darlene Love,,29,0,4,41,False,2020-12-12
