title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Rockstar,DaBaby Featuring Roddy Ricch,,1,2,10,1,False,2020-07-04
Savage,Megan Thee Stallion,,1,4,15,2,False,2020-07-04
Blinding Lights,The Weeknd,,1,5,30,3,False,2020-07-04
Roses,SAINt JHN,,4,8,14,4,False,2020-07-04
Intentions,Justin Bieber Featuring Quavo,,5,7,20,5,False,2020-07-04
Say So,Doja Cat Featuring Nicki Minaj,,1,6,25,6,False,2020-07-04
The Bigger Picture,Lil Baby,,3,3,2,7,False,2020-07-04
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",,8,18,20,8,False,2020-07-04
Blueberry Faygo,Lil Mosey,,9,11,20,9,False,2020-07-04
Circles,Post Malone,,1,13,43,10,False,2020-07-04
Rain On Me,Lady Gaga & Ariana Grande,,1,9,5,11,False,2020-07-04
Adore You,Harry Styles,,6,16,29,12,False,2020-07-04
The Bones,Maren Morris,,12,15,40,13,False,2020-07-04
Don't Start Now,Dua Lipa,,2,14,34,14,False,2020-07-04
The Box,Roddy Ricch,,1,10,29,15,False,2020-07-04
Watermelon Sugar,Harry Styles,,16,19,14,16,False,2020-07-04
I Hope,Gabby Barrett Featuring Charlie Puth,,16,23,26,17,False,2020-07-04
We Paid,Lil Baby & 42 Dugg,,18,27,8,18,False,2020-07-04
Falling,Trevor Daniel,,17,20,32,19,False,2020-07-04
Toosie Slide,Drake,,1,12,12,20,False,2020-07-04
Life Is Good,Future Featuring Drake,,2,17,24,21,False,2020-07-04
Sunday Best,Surfaces,,19,21,17,22,False,2020-07-04
Break My Heart,Dua Lipa,,21,25,13,23,False,2020-07-04
Death Bed,Powfu Featuring beabadoobee,,23,24,15,24,False,2020-07-04
Party Girl,StaySolidRocky,,21,22,9,25,False,2020-07-04
Hard To Forget,Sam Hunt,,26,28,13,26,False,2020-07-04
Before You Go,Lewis Capaldi,,27,29,21,27,False,2020-07-04
Stuck With U,Ariana Grande & Justin Bieber,,1,26,7,28,False,2020-07-04
One Margarita,Luke Bryan,,29,35,8,29,False,2020-07-04
Chasin' You,Morgan Wallen,,16,31,22,30,False,2020-07-04
High Fashion,Roddy Ricch Featuring Mustard,,20,30,26,31,False,2020-07-04
Go Crazy,Chris Brown & Young Thug,,32,34,7,32,False,2020-07-04
Bluebird,Miranda Lambert,,33,33,12,33,False,2020-07-04
Trollz,6ix9ine & Nicki Minaj,,1,1,2,34,False,2020-07-04
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",,1,32,9,35,False,2020-07-04
Emotionally Scarred,Lil Baby,,31,37,17,36,False,2020-07-04
Black Parade,Beyonce,,37,0,1,37,True,2020-07-04
Here And Now,Kenny Chesney,,38,46,12,38,False,2020-07-04
Walk Em Down,NLE Choppa Featuring Roddy Ricch,,38,38,14,39,False,2020-07-04
Memories,Maroon 5,,2,39,40,40,False,2020-07-04
Be Kind,Marshmello & Halsey,,29,40,8,41,False,2020-07-04
Supalonely,BENEE Featuring Gus Dapperton,,39,45,15,42,False,2020-07-04
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,,43,81,2,43,False,2020-07-04
Nobody But You,Blake Shelton Duet With Gwen Stefani,,18,44,24,44,False,2020-07-04
I Hope You're Happy Now,Carly Pearce & Lee Brice,,27,41,25,45,False,2020-07-04
Dior,Pop Smoke,,30,49,19,46,False,2020-07-04
Hot Girl Bummer,blackbear,,11,50,41,47,False,2020-07-04
Does To Me,Luke Combs Featuring Eric Church,,20,42,15,48,False,2020-07-04
Everything I Wanted,Billie Eilish,,8,43,33,49,False,2020-07-04
Gooba,6ix9ine,,3,36,7,50,False,2020-07-04
Die From A Broken Heart,Maddie & Tae,,51,57,11,51,False,2020-07-04
If The World Was Ending,JP Saxe Featuring Julia Michaels,,52,55,13,52,False,2020-07-04
I Love My Country,Florida Georgia Line,,53,60,10,53,False,2020-07-04
Snow On Tha Bluff,J. Cole,,54,59,2,54,False,2020-07-04
After A Few,Travis Denning,,31,48,13,55,False,2020-07-04
P*$$y Fairy (OTW),Jhene Aiko,,40,61,23,56,False,2020-07-04
Bleed,A Boogie Wit da Hoodie,,57,0,1,57,True,2020-07-04
Don't Rush,Young T & Bugsey Featuring Headie One,,56,56,7,58,False,2020-07-04
Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",,58,64,12,59,False,2020-07-04
In Between,Scotty McCreery,,53,53,11,60,False,2020-07-04
God Whispered Your Name,Keith Urban,,61,69,10,61,False,2020-07-04
Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",,62,73,3,62,False,2020-07-04
After Party,Don Toliver,,57,63,10,63,False,2020-07-04
Chicago Freestyle,Drake Featuring Giveon,,14,62,8,64,False,2020-07-04
Go!,Kid LAROI & Juice WRLD,,52,52,2,65,False,2020-07-04
Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,,36,58,15,66,False,2020-07-04
Got What I Got,Jason Aldean,,67,71,4,67,False,2020-07-04
One Big Country Song,LOCASH,,68,77,4,68,False,2020-07-04
Flex,Polo G Featuring Juice WRLD,,30,68,6,69,False,2020-07-04
Believe It,PARTYNEXTDOOR & Rihanna,,23,66,13,70,False,2020-07-04
Yo Perreo Sola,Bad Bunny,,53,70,15,71,False,2020-07-04
Like That,Doja Cat Featuring Gucci Mane,,72,85,4,72,False,2020-07-04
Why We Drink,Justin Moore,,73,86,4,73,False,2020-07-04
ily,Surf Mesa Featuring Emilee,,72,72,5,74,False,2020-07-04
Need It,Migos Featuring YoungBoy Never Broke Again,,62,74,5,75,False,2020-07-04
Done,Chris Janson,,76,92,2,76,False,2020-07-04
