title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,,1,0,1,1,True,2021-04-03
Up,Cardi B,,1,1,7,2,False,2021-04-03
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,2,2,3,3,False,2021-04-03
Drivers License,Olivia Rodrigo,,1,3,11,4,False,2021-04-03
Save Your Tears,The Weeknd & Ariana Grande,,4,5,15,5,False,2021-04-03
Blinding Lights,The Weeknd,,1,6,68,6,False,2021-04-03
Levitating,Dua Lipa,,5,7,25,7,False,2021-04-03
What's Next,Drake,,1,4,3,8,False,2021-04-03
What You Know Bout Love,Pop Smoke,,9,12,29,9,False,2021-04-03
Mood,24kGoldn Featuring iann dior,,1,8,33,10,False,2021-04-03
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,,2,9,21,11,False,2021-04-03
Go Crazy,Chris Brown & Young Thug,,3,11,46,12,False,2021-04-03
Back In Blood,Pooh Shiesty Featuring Lil Durk,,13,14,12,13,False,2021-04-03
Calling My Phone,Lil Tjay Featuring 6LACK,,3,13,6,14,False,2021-04-03
Therefore I Am,Billie Eilish,,2,15,20,15,False,2021-04-03
Anyone,Justin Bieber,,6,37,12,16,False,2021-04-03
Astronaut In The Ocean,Masked Wolf,,17,25,6,17,False,2021-04-03
You're Mines Still,Yung Bleu Featuring Drake,,18,18,16,18,False,2021-04-03
Wants And Needs,Drake Featuring Lil Baby,,2,10,3,19,False,2021-04-03
Hold On,Justin Bieber,,20,59,3,20,False,2021-04-03
Positions,Ariana Grande,,1,17,22,21,False,2021-04-03
You Broke Me First.,Tate McRae,,17,19,31,22,False,2021-04-03
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,,15,20,10,23,False,2021-04-03
Best Friend,Saweetie Featuring Doja Cat,,21,21,11,24,False,2021-04-03
On Me,Lil Baby,,23,23,16,25,False,2021-04-03
Dynamite,BTS,,1,34,31,26,False,2021-04-03
Streets,Doja Cat,,16,16,11,27,False,2021-04-03
Dakiti,Bad Bunny & Jhay Cortez,,5,22,21,28,False,2021-04-03
Heartbreak Anniversary,Giveon,,29,30,6,29,False,2021-04-03
No More Parties,Coi Leray Featuring Lil Durk,,26,26,7,30,False,2021-04-03
My Ex's Best Friend,Machine Gun Kelly X blackbear,,21,28,32,31,False,2021-04-03
Street Runner,Rod Wave,,32,36,2,32,False,2021-04-03
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,6,24,38,33,False,2021-04-03
Good Days,SZA,,9,27,13,34,False,2021-04-03
What's Your Country Song,Thomas Rhett,,29,29,14,35,False,2021-04-03
Without You,The Kid LAROI,,34,40,16,36,False,2021-04-03
The Good Ones,Gabby Barrett,,32,33,13,37,False,2021-04-03
Whoopty,CJ,,10,45,20,38,False,2021-04-03
Put Your Records On,Ritt Momney,,30,32,23,39,False,2021-04-03
Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,,40,47,3,40,False,2021-04-03
Starting Over,Chris Stapleton,,25,35,30,41,False,2021-04-03
Headshot,"Lil Tjay, Polo G & Fivio Foreign",,42,0,1,42,True,2021-04-03
As I Am,Justin Bieber Featuring Khalid,,43,0,1,43,True,2021-04-03
Telepatia,Kali Uchis,,39,43,5,44,False,2021-04-03
Cry Baby,Megan Thee Stallion Featuring DaBaby,,28,42,16,45,False,2021-04-03
Just The Way,Parmalee x Blanco Brown,,31,38,13,46,False,2021-04-03
Better Together,Luke Combs,,15,44,25,47,False,2021-04-03
My Head And My Heart,Ava Max,,45,46,7,48,False,2021-04-03
Good Time,Niko Moon,,20,41,25,49,False,2021-04-03
Willow,Taylor Swift,,1,39,15,50,False,2021-04-03
We're Good,Dua Lipa,,49,52,6,51,False,2021-04-03
Lady,Brett Young,,52,54,11,52,False,2021-04-03
Track Star,Mooski,,53,55,5,53,False,2021-04-03
Long Live,Florida Georgia Line,,48,49,12,54,False,2021-04-03
Time Today,Moneybagg Yo,,37,51,7,55,False,2021-04-03
Lemon Pepper Freestyle,Drake Featuring Rick Ross,,3,31,3,56,False,2021-04-03
Heat Waves,Glass Animals,,56,56,10,57,False,2021-04-03
Damage,H.E.R.,,44,48,15,58,False,2021-04-03
Goosebumps,Travis Scott & HVME,,56,57,10,59,False,2021-04-03
Down To One,Luke Bryan,,36,53,13,60,False,2021-04-03
Forever After All,Luke Combs,,2,61,22,61,False,2021-04-03
Unstable,Justin Bieber Featuring The Kid LAROI,,62,0,1,62,True,2021-04-03
Momma's House,Dustin Lynch,,62,65,11,63,False,2021-04-03
Off My Face,Justin Bieber,,64,0,1,64,True,2021-04-03
Hell Of A View,Eric Church,,63,63,11,65,False,2021-04-03
Ghost,Justin Bieber,,66,0,1,66,True,2021-04-03
Somebody Like That,Tenille Arts,,67,67,10,67,False,2021-04-03
2 Much,Justin Bieber,,68,0,1,68,True,2021-04-03
Real As It Gets,Lil Baby Featuring EST Gee,,34,58,3,69,False,2021-04-03
Monsters,All Time Low Featuring Demi Lovato & blackbear,,55,60,13,70,False,2021-04-03
Body,Megan Thee Stallion,,12,64,18,71,False,2021-04-03
Buss It,Erica Banks,,47,62,11,72,False,2021-04-03
La Noche de Anoche,Bad Bunny & Rosalia,,53,68,9,73,False,2021-04-03
Masterpiece,DaBaby,,55,71,9,74,False,2021-04-03
The Business,Tiesto,,69,69,5,75,False,2021-04-03
Deserve You,Justin Bieber,,76,0,1,76,True,2021-04-03
Wasted On You,Morgan Wallen,,9,66,11,77,False,2021-04-03
Made For You,Jake Owen,,77,77,5,78,False,2021-04-03
Breaking Up Was Easy In The 90's,Sam Hunt,,76,76,4,79,False,2021-04-03
Quicksand,Morray,,74,74,7,80,False,2021-04-03
Die For You,Justin Bieber Featuring Dominic Fike,,81,0,1,81,True,2021-04-03
Tombstone,Rod Wave,,82,0,1,82,True,2021-04-03
Pick Up Your Feelings,Jazmine Sullivan,,75,75,9,83,False,2021-04-03
Love You Different,Justin Bieber Featuring BEAM,,84,0,1,84,True,2021-04-03
Glad You Exist,Dan + Shay,,63,86,7,85,False,2021-04-03
Almost Maybes,Jordan Davis,,73,73,9,86,False,2021-04-03
Loved By You,Justin Bieber Featuring Burna Boy,,87,0,1,87,True,2021-04-03
You Got It,VEDO,,75,78,13,88,False,2021-04-03
Girl Like Me,Black Eyed Peas X Shakira,,67,72,11,89,False,2021-04-03
One Too Many,Keith Urban Duet With P!nk,,62,82,15,90,False,2021-04-03
Somebody,Justin Bieber,,91,0,1,91,True,2021-04-03
Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,,84,89,5,92,False,2021-04-03
Nobody,Dylan Scott,,85,85,4,93,False,2021-04-03
Famous Friends,Chris Young + Kane Brown,,94,0,1,94,True,2021-04-03
Settling Down,Miranda Lambert,,90,90,2,95,False,2021-04-03
Sand In My Boots,Morgan Wallen,,32,80,11,96,False,2021-04-03
Neighbors,Pooh Shiesty Featuring BIG30,,51,92,7,97,False,2021-04-03
Bandido,Myke Towers & Juhn,,82,91,7,98,False,2021-04-03
Drankin N Smokin,Future & Lil Uzi Vert,,31,93,10,99,False,2021-04-03
Beers And Sunshine,Darius Rucker,,42,81,15,100,False,2021-04-03
