title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Mood,24kGoldn Featuring iann dior,,1,1,14,1,False,2020-11-21
Positions,Ariana Grande,,1,2,3,2,False,2020-11-21
I Hope,Gabby Barrett Featuring Charlie Puth,,3,5,46,3,False,2020-11-21
Laugh Now Cry Later,Drake Featuring Lil Durk,,2,3,13,4,False,2020-11-21
Blinding Lights,The Weeknd,,1,4,50,5,False,2020-11-21
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,,6,7,13,6,False,2020-11-21
Holy,Justin Bieber Featuring Chance The Rapper,,3,11,8,7,False,2020-11-21
Dakiti,Bad Bunny & Jhay Cortez,,8,9,2,8,False,2020-11-21
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,,1,6,22,9,False,2020-11-21
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,6,12,19,10,False,2020-11-21
WAP,Cardi B Featuring Megan Thee Stallion,,1,10,14,11,False,2020-11-21
Hawai,Maluma & The Weeknd,,12,60,12,12,False,2020-11-21
Go Crazy,Chris Brown & Young Thug,,9,15,27,13,False,2020-11-21
Rockstar,DaBaby Featuring Roddy Ricch,,1,13,30,14,False,2020-11-21
Kings & Queens,Ava Max,,15,19,14,15,False,2020-11-21
Before You Go,Lewis Capaldi,,9,14,41,16,False,2020-11-21
Dynamite,BTS,,1,16,12,17,False,2020-11-21
Watermelon Sugar,Harry Styles,,1,17,34,18,False,2020-11-21
More Than My Hometown,Morgan Wallen,,19,23,22,19,False,2020-11-21
Be Like That,Kane Brown With Swae Lee & Khalid,,19,22,18,20,False,2020-11-21
Lonely,Justin Bieber & benny blanco,,14,21,4,21,False,2020-11-21
Said Sum,Moneybagg Yo,,17,20,19,22,False,2020-11-21
ily,Surf Mesa Featuring Emilee,,23,25,25,23,False,2020-11-21
Bang!,AJR,,24,26,19,24,False,2020-11-21
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",,2,24,40,25,False,2020-11-21
Levitating,Dua Lipa,,26,29,6,26,False,2020-11-21
Forever After All,Luke Combs,,2,18,3,27,False,2020-11-21
What You Know Bout Love,Pop Smoke,,25,30,10,28,False,2020-11-21
One Of Them Girls,Lee Brice,,17,27,24,29,False,2020-11-21
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,,8,8,2,30,False,2020-11-21
Love You Like I Used To,Russell Dickerson,,31,34,10,31,False,2020-11-21
Wonder,Shawn Mendes,,18,33,6,32,False,2020-11-21
One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,,33,36,23,33,False,2020-11-21
Got What I Got,Jason Aldean,,16,28,24,34,False,2020-11-21
What That Speed Bout!?,"Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again",,35,0,1,35,True,2020-11-21
Happy Anywhere,Blake Shelton Featuring Gwen Stefani,,36,46,16,36,False,2020-11-21
Pretty Heart,Parker McCollum,,37,38,18,37,False,2020-11-21
Come & Go,Juice WRLD x Marshmello,,2,31,18,38,False,2020-11-21
Better Together,Luke Combs,,30,41,6,39,False,2020-11-21
Diamonds,Sam Smith,,40,45,8,40,False,2020-11-21
The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,,11,39,19,41,False,2020-11-21
Rags2Riches,Rod Wave Featuring ATR Son Son,,12,42,20,42,False,2020-11-21
Adore You,Harry Styles,,6,37,49,43,False,2020-11-21
Midnight Sky,Miley Cyrus,,14,82,13,44,False,2020-11-21
pov,Ariana Grande,,40,40,2,45,False,2020-11-21
Roses,SAINt JHN,,4,44,34,46,False,2020-11-21
Took Her To The O,King Von,,47,0,1,47,True,2020-11-21
Starting Over,Chris Stapleton,,48,69,11,48,False,2020-11-21
I Should Probably Go To Bed,Dan + Shay,,42,58,15,49,False,2020-11-21
You Broke Me First.,Tate McRae,,50,61,12,50,False,2020-11-21
Lovin' On You,Luke Combs,,23,56,20,51,False,2020-11-21
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,,10,55,6,52,False,2020-11-21
Mood Swings,Pop Smoke Featuring Lil Tjay,,17,53,19,53,False,2020-11-21
Everywhere But On,Matt Stell,,48,51,10,54,False,2020-11-21
Franchise,Travis Scott Featuring Young Thug & M.I.A.,,1,59,7,55,False,2020-11-21
"Big, Big Plans",Chris Lane,,56,64,6,56,False,2020-11-21
Tyler Herro,Jack Harlow,,34,54,3,57,False,2020-11-21
Ain't Always The Cowboy,Jon Pardi,,58,68,11,58,False,2020-11-21
So Done,The Kid LAROI,,59,97,3,59,False,2020-11-21
My Ex's Best Friend,Machine Gun Kelly X blackbear,,28,67,13,60,False,2020-11-21
B.S.,Jhene Aiko Featuring H.E.R.,,24,77,15,61,False,2020-11-21
Some Girls,Jameson Rodgers,,29,57,14,62,False,2020-11-21
7 Summers,Morgan Wallen,,6,72,13,63,False,2020-11-21
Popstar,DJ Khaled Featuring Drake,,3,62,17,64,False,2020-11-21
Don't Need Friends,NAV Featuring Lil Baby,,65,0,1,65,True,2020-11-21
The Code,King Von Featuring Polo G,,66,0,1,66,True,2020-11-21
24,Money Man Featuring Lil Baby,,49,66,13,67,False,2020-11-21
U 2 Luv,Ne-Yo & Jeremih,,66,74,6,68,False,2020-11-21
Throat Baby (Go Baby),BRS Kash,,69,87,4,69,False,2020-11-21
Wishing Well,Juice WRLD,,5,73,18,70,False,2020-11-21
Hit Different,SZA Featuring Ty Dolla $ign,,29,79,10,71,False,2020-11-21
Martin & Gina,Polo G,,61,81,15,72,False,2020-11-21
Don't Stop,Megan Thee Stallion Featuring Young Thug,,30,78,6,73,False,2020-11-21
Good Time,Niko Moon,,74,85,6,74,False,2020-11-21
Champagne Night,Lady A,,75,94,4,75,False,2020-11-21
Tragic,The Kid LAROI Featuring YoungBoy Never Brok Again & Internet Money,,76,0,1,76,True,2020-11-21
All These N**gas,King Von Featuring Lil Durk,,77,0,1,77,True,2020-11-21
Golden,Harry Styles,,74,86,4,78,False,2020-11-21
Heather,Conan Gray,,46,84,13,79,False,2020-11-21
Motive,Ariana Grande Featuring Doja Cat,,32,32,2,80,False,2020-11-21
Crazy Story 2.0,King Von Featuring Lil Durk,,81,0,1,81,True,2020-11-21
Put Your Records On,Ritt Momney,,79,89,6,82,False,2020-11-21
Always Do,The Kid LAROI,,83,0,1,83,True,2020-11-21
Young Wheezy,NAV With Gunna,,84,0,1,84,True,2020-11-21
Runnin,21 Savage & Metro Boomin,,9,83,6,85,False,2020-11-21
Tap In,Saweetie,,20,76,18,86,False,2020-11-21
Hole In The Bottle,Kelsea Ballerini,,87,95,5,87,False,2020-11-21
Practice,DaBaby,,86,88,3,88,False,2020-11-21
Blind,DaBaby Featuring Young Thug,,78,90,8,89,False,2020-11-21
Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",,64,91,10,90,False,2020-11-21
Happy Does,Kenny Chesney,,85,96,4,91,False,2020-11-21
Kacey Talk,YoungBoy Never Broke Again,,50,93,13,92,False,2020-11-21
