title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Say So,Doja Cat Featuring Nicki Minaj,,1,6,18,1,False,2020-05-16
Savage,Megan Thee Stallion,,2,4,8,2,False,2020-05-16
Blinding Lights,The Weeknd,,1,2,23,3,False,2020-05-16
Toosie Slide,Drake,,1,3,5,4,False,2020-05-16
The Box,Roddy Ricch,,1,5,22,5,False,2020-05-16
Don't Start Now,Dua Lipa,,2,7,27,6,False,2020-05-16
Pain 1993,Drake Featuring Playboi Carti,,7,0,1,7,True,2020-05-16
Circles,Post Malone,,1,8,36,8,False,2020-05-16
Rockstar,DaBaby Featuring Roddy Ricch,,9,14,3,9,False,2020-05-16
Intentions,Justin Bieber Featuring Quavo,,8,9,13,10,False,2020-05-16
Adore You,Harry Styles,,6,10,22,11,False,2020-05-16
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",,1,1,2,12,False,2020-05-16
Life Is Good,Future Featuring Drake,,2,12,17,13,False,2020-05-16
Chicago Freestyle,Drake Featuring Giveon,,14,0,1,14,True,2020-05-16
The Bones,Maren Morris,,12,15,33,15,False,2020-05-16
My Oh My,Camila Cabello Featuring DaBaby,,12,13,22,16,False,2020-05-16
Everything I Wanted,Billie Eilish,,8,16,26,17,False,2020-05-16
Someone You Loved,Lewis Capaldi,,1,17,52,18,False,2020-05-16
D4L,"Future, Drake & Young Thug",,19,0,1,19,True,2020-05-16
Roses,SAINt JHN,,20,23,7,20,False,2020-05-16
I Hope,Gabby Barrett Featuring Charlie Puth,,16,19,19,21,False,2020-05-16
Blueberry Faygo,Lil Mosey,,16,20,13,22,False,2020-05-16
Chasin' You,Morgan Wallen,,21,22,15,23,False,2020-05-16
Nobody But You,Blake Shelton Duet With Gwen Stefani,,18,18,17,24,False,2020-05-16
Not You Too,Drake Featuring Chris Brown,,25,0,1,25,True,2020-05-16
Memories,Maroon 5,,2,21,33,26,False,2020-05-16
Desires,Drake Featuring Future,,27,0,1,27,True,2020-05-16
Falling,Trevor Daniel,,22,24,25,28,False,2020-05-16
Be Kind,Marshmello & Halsey,,29,0,1,29,True,2020-05-16
Time Flies,Drake,,30,0,1,30,True,2020-05-16
Death Bed,Powfu Featuring beabadoobee,,26,26,8,31,False,2020-05-16
Deep Pockets,Drake,,32,0,1,32,True,2020-05-16
High Fashion,Roddy Ricch Featuring Mustard,,20,25,19,33,False,2020-05-16
Demons,Drake Featuring Fivio Foreign & Sosa Geek,,34,0,1,34,True,2020-05-16
When To Say When,Drake,,35,0,1,35,True,2020-05-16
Does To Me,Luke Combs Featuring Eric Church,,30,30,8,36,False,2020-05-16
Sunday Best,Surfaces,,28,28,10,37,False,2020-05-16
