title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Butter,BTS,,1,1,2,1,False,2021-06-12
Good 4 U,Olivia Rodrigo,,1,2,3,2,False,2021-06-12
Levitating,Dua Lipa,,2,4,35,3,False,2021-06-12
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,1,5,13,4,False,2021-06-12
Save Your Tears,The Weeknd & Ariana Grande,,1,7,25,5,False,2021-06-12
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,,1,6,11,6,False,2021-06-12
Kiss Me More,Doja Cat Featuring SZA,,5,8,8,7,False,2021-06-12
Deja Vu,Olivia Rodrigo,,3,3,9,8,False,2021-06-12
Astronaut In The Ocean,Masked Wolf,,6,10,16,9,False,2021-06-12
Montero (Call Me By Your Name),Lil Nas X,,1,13,10,10,False,2021-06-12
Without You,The Kid LAROI,,8,16,26,11,False,2021-06-12
Traitor,Olivia Rodrigo,,9,9,2,12,False,2021-06-12
Drivers License,Olivia Rodrigo,,1,11,21,13,False,2021-06-12
Rapstar,Polo G,,1,17,8,14,False,2021-06-12
Forever After All,Luke Combs,,2,20,32,15,False,2021-06-12
Favorite Crime,Olivia Rodrigo,,16,18,2,16,False,2021-06-12
Blinding Lights,The Weeknd,,1,22,78,17,False,2021-06-12
Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,,18,23,13,18,False,2021-06-12
Brutal,Olivia Rodrigo,,12,12,2,19,False,2021-06-12
Happier,Olivia Rodrigo,,15,15,2,20,False,2021-06-12
Calling My Phone,Lil Tjay Featuring 6LACK,,3,25,16,21,False,2021-06-12
Best Friend,Saweetie Featuring Doja Cat,,14,27,21,22,False,2021-06-12
Heartbreak Anniversary,Giveon,,17,30,16,23,False,2021-06-12
Up,Cardi B,,1,28,17,24,False,2021-06-12
Heat Waves,Glass Animals,,25,37,20,25,False,2021-06-12
Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,,20,34,5,26,False,2021-06-12
Enough For You,Olivia Rodrigo,,14,14,2,27,False,2021-06-12
my.life,"J. Cole, 21 Savage & Morray",,2,21,3,28,False,2021-06-12
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,,12,31,20,29,False,2021-06-12
Mood,24kGoldn Featuring iann dior,,1,35,43,30,False,2021-06-12
My Ex's Best Friend,Machine Gun Kelly X blackbear,,20,39,42,31,False,2021-06-12
Track Star,Mooski,,31,32,15,32,False,2021-06-12
Wockesha,Moneybagg Yo,,33,36,6,33,False,2021-06-12
Telepatia,Kali Uchis,,34,44,15,34,False,2021-06-12
Back In Blood,Pooh Shiesty Featuring Lil Durk,,13,38,22,35,False,2021-06-12
Gone,Dierks Bentley,,36,55,12,36,False,2021-06-12
pov,Ariana Grande,,37,45,13,37,False,2021-06-12
"1 Step Forward, 3 Steps Back",Olivia Rodrigo,,19,19,2,38,False,2021-06-12
Wants And Needs,Drake Featuring Lil Baby,,2,46,13,39,False,2021-06-12
The Good Ones,Gabby Barrett,,19,42,23,40,False,2021-06-12
What You Know Bout Love,Pop Smoke,,9,43,39,41,False,2021-06-12
"Jealousy, Jealousy",Olivia Rodrigo,,24,24,2,42,False,2021-06-12
Famous Friends,Chris Young + Kane Brown,,43,52,10,43,False,2021-06-12
Hell Of A View,Eric Church,,28,40,21,44,False,2021-06-12
pride.is.the.devil,J. Cole & Lil Baby,,7,26,3,45,False,2021-06-12
On Me,Lil Baby,,15,49,26,46,False,2021-06-12
Settling Down,Miranda Lambert,,47,57,12,47,False,2021-06-12
Time Today,Moneybagg Yo,,31,53,17,48,False,2021-06-12
Breaking Up Was Easy In The 90's,Sam Hunt,,32,47,14,49,False,2021-06-12
Nobody,Dylan Scott,,50,50,14,50,False,2021-06-12
Almost Maybes,Jordan Davis,,51,56,19,51,False,2021-06-12
Hope Ur OK,Olivia Rodrigo,,29,29,2,52,False,2021-06-12
Lil Bit,Nelly & Florida Georgia Line,,53,62,11,53,False,2021-06-12
We're Good,Dua Lipa,,31,54,16,54,False,2021-06-12
Ski,Young Thug & Gunna,,18,64,7,55,False,2021-06-12
Build A Bitch,Bella Poarch,,56,58,3,56,False,2021-06-12
Made For You,Jake Owen,,32,65,15,57,False,2021-06-12
Miss The Rage,Trippie Redd & Playboi Carti,,11,63,4,58,False,2021-06-12
No More Parties,Coi Leray Featuring Lil Durk,,26,61,17,59,False,2021-06-12
Your Power,Billie Eilish,,10,60,5,60,False,2021-06-12
Gang Gang,Polo G & Lil Wayne,,33,33,2,61,False,2021-06-12
Killer,Eminem Featuring Jack Harlow & Cordae,,62,0,1,62,True,2021-06-12
Blame It On You,Jason Aldean,,63,76,6,63,False,2021-06-12
Tell Em,Cochise & $NOT,,64,0,1,64,True,2021-06-12
amari,J. Cole,,5,41,3,65,False,2021-06-12
Todo de Ti,Rauw Alejandro,,66,0,1,66,True,2021-06-12
