title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
The First Noel,Gabby Barrett,,78,0,1,78,True,2021-01-02
Love You Like I Used To,Russell Dickerson,,31,83,16,79,False,2021-01-02
Champagne Night,Lady A,,75,0,9,80,False,2021-01-02
Prisoner,Miley Cyrus Featuring Dua Lipa,,54,94,5,81,False,2021-01-02
Good Time,Niko Moon,,71,96,12,82,False,2021-01-02
7 Summers,Morgan Wallen,,6,0,18,83,False,2021-01-02
Adderall (Corvette Corvette),Popp Hunna,,84,0,1,84,True,2021-01-02
You're Mines Still,Yung Bleu Featuring Drake,,52,0,3,85,False,2021-01-02
Tequila Shots,Kid Cudi,,41,41,2,86,False,2021-01-02
Back To The Streets,Saweetie Featuring Jhene Aiko,,76,0,5,87,False,2021-01-02
Bichota,Karol G,,88,0,4,88,False,2021-01-02
Way Out,Jack Harlow Featuring Big Sean,,74,74,2,89,False,2021-01-02
Hit Different,SZA Featuring Ty Dolla $ign,,29,0,15,90,False,2021-01-02
'Tis The Damn Season,Taylor Swift,,39,39,2,91,False,2021-01-02
Damage,H.E.R.,,70,0,2,92,False,2021-01-02
Backdoor,Lil Durk,,93,0,1,93,True,2021-01-02
Silent Night,Carrie Underwood,,94,0,2,94,False,2021-01-02
Golden,Harry Styles,,74,0,9,95,False,2021-01-02
Hole In The Bottle,Kelsea Ballerini,,72,0,10,96,False,2021-01-02
"No Body, No Crime",Taylor Swift Featuring HAIM,,34,34,2,97,False,2021-01-02
Moonwalking In Calabasas,DDG,,98,0,1,98,True,2021-01-02
Took Her To The O,King Von,,47,0,6,99,False,2021-01-02
Put Your Records On,Ritt Momney,,79,0,10,100,False,2021-01-02
