title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Positions,Ariana Grande,,1,0,1,1,True,2020-11-07
Forever After All,Luke Combs,,2,0,1,2,True,2020-11-07
Mood,24kGoldn Featuring iann dior,,1,1,12,3,False,2020-11-07
Laugh Now Cry Later,Drake Featuring Lil Durk,,2,3,11,4,False,2020-11-07
Blinding Lights,The Weeknd,,1,4,48,5,False,2020-11-07
I Hope,Gabby Barrett Featuring Charlie Puth,,6,6,44,6,False,2020-11-07
WAP,Cardi B Featuring Megan Thee Stallion,,1,2,12,7,False,2020-11-07
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,,1,5,20,8,False,2020-11-07
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,,9,10,11,9,False,2020-11-07
Holy,Justin Bieber Featuring Chance The Rapper,,3,9,6,10,False,2020-11-07
Rockstar,DaBaby Featuring Roddy Ricch,,1,8,28,11,False,2020-11-07
Dynamite,BTS,,1,7,10,12,False,2020-11-07
Before You Go,Lewis Capaldi,,9,12,39,13,False,2020-11-07
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,6,13,17,14,False,2020-11-07
Watermelon Sugar,Harry Styles,,1,11,32,15,False,2020-11-07
Go Crazy,Chris Brown & Young Thug,,9,15,25,16,False,2020-11-07
Said Sum,Moneybagg Yo,,17,23,17,17,False,2020-11-07
Circles,Post Malone,,1,19,61,18,False,2020-11-07
Be Like That,Kane Brown With Swae Lee & Khalid,,19,20,16,19,False,2020-11-07
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",,2,18,38,20,False,2020-11-07
Got What I Got,Jason Aldean,,16,16,22,21,False,2020-11-07
Kings & Queens,Ava Max,,22,24,12,22,False,2020-11-07
More Than My Hometown,Morgan Wallen,,23,28,20,23,False,2020-11-07
Come & Go,Juice WRLD x Marshmello,,2,22,16,24,False,2020-11-07
ily,Surf Mesa Featuring Emilee,,25,27,23,25,False,2020-11-07
One Of Them Girls,Lee Brice,,17,17,22,26,False,2020-11-07
Lonely,Justin Bieber & benny blanco,,14,14,2,27,False,2020-11-07
Bang!,AJR,,26,26,17,28,False,2020-11-07
What You Know Bout Love,Pop Smoke,,25,25,8,29,False,2020-11-07
Better Together,Luke Combs,,30,57,4,30,False,2020-11-07
Adore You,Harry Styles,,6,31,47,31,False,2020-11-07
Wonder,Shawn Mendes,,18,30,4,32,False,2020-11-07
Dreams,Fleetwood Mac,,1,21,23,33,False,2020-11-07
Tyler Herro,Jack Harlow,,34,0,1,34,True,2020-11-07
The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,,11,32,17,35,False,2020-11-07
One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,,36,37,21,36,False,2020-11-07
Love You Like I Used To,Russell Dickerson,,37,41,8,37,False,2020-11-07
Don't Start Now,Dua Lipa,,2,36,52,38,False,2020-11-07
Roses,SAINt JHN,,4,33,32,39,False,2020-11-07
Rags2Riches,Rod Wave Featuring ATR Son Son,,12,38,18,40,False,2020-11-07
Lovin' On You,Luke Combs,,23,45,18,41,False,2020-11-07
Levitating,Dua Lipa,,42,47,4,42,False,2020-11-07
Pretty Heart,Parker McCollum,,43,44,16,43,False,2020-11-07
Break My Heart,Dua Lipa,,13,34,31,44,False,2020-11-07
Some Girls,Jameson Rodgers,,29,29,12,45,False,2020-11-07
Happy Anywhere,Blake Shelton Featuring Gwen Stefani,,45,49,14,46,False,2020-11-07
Mood Swings,Pop Smoke Featuring Lil Tjay,,17,40,17,47,False,2020-11-07
Everywhere But On,Matt Stell,,48,56,8,48,False,2020-11-07
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,,10,42,4,49,False,2020-11-07
I Should Probably Go To Bed,Dan + Shay,,42,43,13,50,False,2020-11-07
Franchise,Travis Scott Featuring Young Thug & M.I.A.,,1,39,5,51,False,2020-11-07
24,Money Man Featuring Lil Baby,,49,51,11,52,False,2020-11-07
Spicy,Ty Dolla $ign Featuring Post Malone,,53,0,1,53,True,2020-11-07
Popstar,DJ Khaled Featuring Drake,,3,46,15,54,False,2020-11-07
You Broke Me First.,Tate McRae,,55,58,10,55,False,2020-11-07
Midnight Sky,Miley Cyrus,,14,48,11,56,False,2020-11-07
My Ex's Best Friend,Machine Gun Kelly X blackbear,,28,54,11,57,False,2020-11-07
Diamonds,Sam Smith,,51,60,6,58,False,2020-11-07
Tap In,Saweetie,,20,53,16,59,False,2020-11-07
7 Summers,Morgan Wallen,,6,61,11,60,False,2020-11-07
Runnin,21 Savage & Metro Boomin,,9,50,4,61,False,2020-11-07
Wishing Well,Juice WRLD,,5,55,16,62,False,2020-11-07
Starting Over,Chris Stapleton,,57,65,9,63,False,2020-11-07
Hawai,Maluma & The Weeknd,,55,59,10,64,False,2020-11-07
Ain't Always The Cowboy,Jon Pardi,,61,62,9,65,False,2020-11-07
U 2 Luv,Ne-Yo & Jeremih,,66,70,4,66,False,2020-11-07
"Big, Big Plans",Chris Lane,,67,68,4,67,False,2020-11-07
Hit Different,SZA Featuring Ty Dolla $ign,,29,66,8,68,False,2020-11-07
The Other Guy,Luke Combs,,69,0,1,69,True,2020-11-07
Damage,H.E.R.,,70,0,1,70,True,2020-11-07
Heather,Conan Gray,,46,64,11,71,False,2020-11-07
Don't Stop,Megan Thee Stallion Featuring Young Thug,,30,63,4,72,False,2020-11-07
Martin & Gina,Polo G,,61,67,13,73,False,2020-11-07
Golden,Harry Styles,,74,0,2,74,False,2020-11-07
B.S.,Jhene Aiko Featuring H.E.R.,,24,69,13,75,False,2020-11-07
Back To The Streets,Saweetie Featuring Jhene Aiko,,76,0,1,76,True,2020-11-07
So Done,The Kid LAROI,,77,0,1,77,True,2020-11-07
Without You,Luke Combs Featuring Amanda Shires,,70,0,2,78,False,2020-11-07
Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",,64,73,8,79,False,2020-11-07
Put Your Records On,Ritt Momney,,79,79,4,80,False,2020-11-07
Good Time,Niko Moon,,74,74,4,81,False,2020-11-07
The Bigger Picture,Lil Baby,,3,72,20,82,False,2020-11-07
Blind,DaBaby Featuring Young Thug,,78,78,6,83,False,2020-11-07
Cold As You,Luke Combs,,84,0,1,84,True,2020-11-07
Kacey Talk,YoungBoy Never Broke Again,,50,77,11,85,False,2020-11-07
Practice,DaBaby,,86,0,1,86,True,2020-11-07
Hole In The Bottle,Kelsea Ballerini,,87,94,3,87,False,2020-11-07
Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,,35,35,3,88,False,2020-11-07
You're Mines Still,Yung Bleu Featuring Drake,,52,52,2,89,False,2020-11-07
Champagne Night,Lady A,,90,100,2,90,False,2020-11-07
Greece,DJ Khaled Featuring Drake,,8,76,15,91,False,2020-11-07
Happy Does,Kenny Chesney,,85,85,2,92,False,2020-11-07
Throat Baby (Go Baby),BRS Kash,,93,93,2,93,False,2020-11-07
Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",,63,83,14,94,False,2020-11-07
Do It,Chloe X Halle,,63,75,11,95,False,2020-11-07
Cardigan,Taylor Swift,,1,88,14,96,False,2020-11-07
Forget Me Too,Machine Gun Kelly & Halsey,,44,0,3,97,False,2020-11-07
La Toxica,Farruko,,98,0,1,98,True,2020-11-07
Head & Heart,Joel Corry X MNEK,,99,0,1,99,True,2020-11-07
"Wine, Beer, Whiskey",Little Big Town,,100,0,1,100,True,2020-11-07
