title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Mood,24kGoldn Featuring iann dior,,1,1,22,1,False,2021-01-16
Positions,Ariana Grande,,1,2,11,2,False,2021-01-16
Blinding Lights,The Weeknd,,1,3,57,3,False,2021-01-16
Holy,Justin Bieber Featuring Chance The Rapper,,3,4,16,4,False,2021-01-16
Go Crazy,Chris Brown & Young Thug,,5,6,35,5,False,2021-01-16
Anyone,Justin Bieber,,6,0,1,6,True,2021-01-16
Levitating,Dua Lipa,,7,10,14,7,False,2021-01-16
Laugh Now Cry Later,Drake Featuring Lil Durk,,2,7,21,8,False,2021-01-16
Bang!,AJR,,9,11,27,9,False,2021-01-16
I Hope,Gabby Barrett Featuring Charlie Puth,,3,8,54,10,False,2021-01-16
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,6,13,27,11,False,2021-01-16
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,,6,14,21,12,False,2021-01-16
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,,8,19,10,13,False,2021-01-16
Therefore I Am,Billie Eilish,,2,18,9,14,False,2021-01-16
Kings & Queens,Ava Max,,13,16,22,15,False,2021-01-16
Body,Megan Thee Stallion,,12,21,7,16,False,2021-01-16
Dakiti,Bad Bunny & Jhay Cortez,,5,20,10,17,False,2021-01-16
Lonely,Justin Bieber & benny blanco,,14,25,12,18,False,2021-01-16
Better Together,Luke Combs,,19,24,14,19,False,2021-01-16
What You Know Bout Love,Pop Smoke,,20,22,18,20,False,2021-01-16
Whoopty,CJ,,21,27,9,21,False,2021-01-16
Willow,Taylor Swift,,1,23,4,22,False,2021-01-16
Good Days,SZA,,23,38,2,23,False,2021-01-16
Before You Go,Lewis Capaldi,,9,30,46,24,False,2021-01-16
Dynamite,BTS,,1,5,20,25,False,2021-01-16
Rockstar,DaBaby Featuring Roddy Ricch,,1,26,37,26,False,2021-01-16
More Than My Hometown,Morgan Wallen,,15,33,28,27,False,2021-01-16
I Should Probably Go To Bed,Dan + Shay,,28,37,22,28,False,2021-01-16
Afterglow,Ed Sheeran,,29,32,3,29,False,2021-01-16
Starting Over,Chris Stapleton,,25,35,19,30,False,2021-01-16
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,,1,31,28,31,False,2021-01-16
Happy Anywhere,Blake Shelton Featuring Gwen Stefani,,32,42,22,32,False,2021-01-16
Champagne Night,Lady A,,33,52,11,33,False,2021-01-16
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",,2,34,47,34,False,2021-01-16
WAP,Cardi B Featuring Megan Thee Stallion,,1,36,22,35,False,2021-01-16
Monster,Shawn Mendes & Justin Bieber,,8,45,7,36,False,2021-01-16
Pretty Heart,Parker McCollum,,36,40,22,37,False,2021-01-16
On Me,Lil Baby,,30,48,5,38,False,2021-01-16
Diamonds,Sam Smith,,39,46,16,39,False,2021-01-16
You Broke Me First.,Tate McRae,,40,51,20,40,False,2021-01-16
My Ex's Best Friend,Machine Gun Kelly X blackbear,,28,56,21,41,False,2021-01-16
Watermelon Sugar,Harry Styles,,1,47,39,42,False,2021-01-16
Hawai,Maluma & The Weeknd,,12,49,20,43,False,2021-01-16
Cry Baby,Megan Thee Stallion Featuring DaBaby,,44,57,5,44,False,2021-01-16
Hole In The Bottle,Kelsea Ballerini,,45,58,12,45,False,2021-01-16
Save Your Tears,The Weeknd & Ariana Grande,,41,95,4,46,False,2021-01-16
Holiday,Lil Nas X,,37,43,8,47,False,2021-01-16
