title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
WAP,Cardi B Featuring Megan Thee Stallion,,1,1,2,1,False,2020-08-29
Laugh Now Cry Later,Drake Featuring Lil Durk,,2,0,1,2,True,2020-08-29
Rockstar,DaBaby Featuring Roddy Ricch,,1,2,18,3,False,2020-08-29
Blinding Lights,The Weeknd,,1,3,38,4,False,2020-08-29
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",,2,4,28,5,False,2020-08-29
7 Summers,Morgan Wallen,,6,0,1,6,True,2020-08-29
Watermelon Sugar,Harry Styles,,1,5,22,7,False,2020-08-29
Roses,SAINt JHN,,4,6,22,8,False,2020-08-29
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,,7,7,10,9,False,2020-08-29
I Hope,Gabby Barrett Featuring Charlie Puth,,10,11,34,10,False,2020-08-29
Go Crazy,Chris Brown & Young Thug,,9,9,15,11,False,2020-08-29
Before You Go,Lewis Capaldi,,10,10,29,12,False,2020-08-29
Break My Heart,Dua Lipa,,13,13,21,13,False,2020-08-29
Midnight Sky,Miley Cyrus,,14,0,1,14,True,2020-08-29
Adore You,Harry Styles,,6,14,37,15,False,2020-08-29
Circles,Post Malone,,1,15,51,16,False,2020-08-29
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,6,20,7,17,False,2020-08-29
Come & Go,Juice WRLD x Marshmello,,2,18,6,18,False,2020-08-29
Mood Swings,Pop Smoke Featuring Lil Tjay,,17,17,7,19,False,2020-08-29
Savage,Megan Thee Stallion,,1,16,23,20,False,2020-08-29
Popstar,DJ Khaled Featuring Drake,,3,23,5,21,False,2020-08-29
Rags2Riches,Rod Wave Featuring ATR Son Son,,12,12,8,22,False,2020-08-29
Death Bed,Powfu Featuring beabadoobee,,23,25,23,23,False,2020-08-29
Blueberry Faygo,Lil Mosey,,8,19,28,24,False,2020-08-29
Die From A Broken Heart,Maddie & Tae,,22,22,19,25,False,2020-08-29
Mood,24kGoldn Featuring iann dior,,26,84,2,26,False,2020-08-29
Don't Start Now,Dua Lipa,,2,26,42,27,False,2020-08-29
The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,,11,29,7,28,False,2020-08-29
The Bones,Maren Morris,,12,28,48,29,False,2020-08-29
One Margarita,Luke Bryan,,19,21,16,30,False,2020-08-29
Life Is Good,Future Featuring Drake,,2,30,32,31,False,2020-08-29
Wishing Well,Juice WRLD,,5,27,6,32,False,2020-08-29
Cardigan,Taylor Swift,,1,24,4,33,False,2020-08-29
Be Like That,Kane Brown With Swae Lee & Khalid,,34,37,6,34,False,2020-08-29
Smile,Juice WRLD & The Weeknd,,8,8,2,35,False,2020-08-29
Chasin' You,Morgan Wallen,,16,38,30,36,False,2020-08-29
Intentions,Justin Bieber Featuring Quavo,,5,31,28,37,False,2020-08-29
We Paid,Lil Baby & 42 Dugg,,10,32,16,38,False,2020-08-29
Cool Again,Kane Brown,,39,40,12,39,False,2020-08-29
Party Girl,StaySolidRocky,,21,34,17,40,False,2020-08-29
Tap In,Saweetie,,41,44,6,41,False,2020-08-29
Girls In The Hood,Megan Thee Stallion,,28,35,8,42,False,2020-08-29
Say So,Doja Cat Featuring Nicki Minaj,,1,33,33,43,False,2020-08-29
Rain On Me,Lady Gaga & Ariana Grande,,1,36,13,44,False,2020-08-29
Emotionally Scarred,Lil Baby,,31,45,25,45,False,2020-08-29
Got What I Got,Jason Aldean,,46,47,12,46,False,2020-08-29
The Box,Roddy Ricch,,1,42,37,47,False,2020-08-29
If The World Was Ending,JP Saxe Featuring Julia Michaels,,48,48,21,48,False,2020-08-29
Nobody's Love,Maroon 5,,41,41,4,49,False,2020-08-29
Why We Drink,Justin Moore,,50,52,12,50,False,2020-08-29
The Bigger Picture,Lil Baby,,3,46,10,51,False,2020-08-29
One Of Them Girls,Lee Brice,,52,59,12,52,False,2020-08-29
Lovin' On You,Luke Combs,,53,56,8,53,False,2020-08-29
My Future,Billie Eilish,,6,39,3,54,False,2020-08-29
I Love My Country,Florida Georgia Line,,48,53,18,55,False,2020-08-29
Like That,Doja Cat Featuring Gucci Mane,,51,54,12,56,False,2020-08-29
Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",,57,63,20,57,False,2020-08-29
Kacey Talk,YoungBoy Never Broke Again,,58,0,1,58,True,2020-08-29
Said Sum,Moneybagg Yo,,44,57,7,59,False,2020-08-29
Greece,DJ Khaled Featuring Drake,,8,58,5,60,False,2020-08-29
Heather,Conan Gray,,61,0,1,61,True,2020-08-29
