title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
WAP,Cardi B Featuring Megan Thee Stallion,,1,1,6,1,False,2020-09-26
Dynamite,BTS,,1,2,4,2,False,2020-09-26
Laugh Now Cry Later,Drake Featuring Lil Durk,,2,3,5,3,False,2020-09-26
Rockstar,DaBaby Featuring Roddy Ricch,,1,4,22,4,False,2020-09-26
Blinding Lights,The Weeknd,,1,5,42,5,False,2020-09-26
Mood,24kGoldn Featuring iann dior,,6,6,6,6,False,2020-09-26
Watermelon Sugar,Harry Styles,,1,7,26,7,False,2020-09-26
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,,7,9,14,8,False,2020-09-26
Before You Go,Lewis Capaldi,,9,11,33,9,False,2020-09-26
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",,2,8,32,10,False,2020-09-26
I Hope,Gabby Barrett Featuring Charlie Puth,,10,12,38,11,False,2020-09-26
Popstar,DJ Khaled Featuring Drake,,3,10,9,12,False,2020-09-26
Go Crazy,Chris Brown & Young Thug,,9,14,19,13,False,2020-09-26
Roses,SAINt JHN,,4,13,26,14,False,2020-09-26
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,6,15,11,15,False,2020-09-26
Circles,Post Malone,,1,16,55,16,False,2020-09-26
Come & Go,Juice WRLD x Marshmello,,2,19,10,17,False,2020-09-26
Adore You,Harry Styles,,6,18,41,18,False,2020-09-26
One Of Them Girls,Lee Brice,,19,22,16,19,False,2020-09-26
Break My Heart,Dua Lipa,,13,17,25,20,False,2020-09-26
Got What I Got,Jason Aldean,,21,26,16,21,False,2020-09-26
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,,22,38,5,22,False,2020-09-26
Lovin' On You,Luke Combs,,23,23,12,23,False,2020-09-26
Tap In,Saweetie,,20,20,10,24,False,2020-09-26
Be Like That,Kane Brown With Swae Lee & Khalid,,22,24,10,25,False,2020-09-26
Mood Swings,Pop Smoke Featuring Lil Tjay,,17,21,11,26,False,2020-09-26
The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,,11,27,11,27,False,2020-09-26
Don't Start Now,Dua Lipa,,2,25,46,28,False,2020-09-26
The Bones,Maren Morris,,12,28,52,29,False,2020-09-26
If The World Was Ending,JP Saxe Featuring Julia Michaels,,27,30,25,30,False,2020-09-26
Cool Again,Kane Brown,,31,36,16,31,False,2020-09-26
Rags2Riches,Rod Wave Featuring ATR Son Son,,12,35,12,32,False,2020-09-26
Life Is Good,Future Featuring Drake,,2,33,36,33,False,2020-09-26
Midnight Sky,Miley Cyrus,,14,34,5,34,False,2020-09-26
My Window,YoungBoy Never Broke Again Featuring Lil Wayne,,35,0,1,35,True,2020-09-26
OK Not To Be OK,Marshmello & Demi Lovato,,36,0,1,36,True,2020-09-26
Rain On Me,Lady Gaga & Ariana Grande,,1,37,17,37,False,2020-09-26
Die From A Broken Heart,Maddie & Tae,,22,31,23,38,False,2020-09-26
More Than My Hometown,Morgan Wallen,,39,53,14,39,False,2020-09-26
Savage,Megan Thee Stallion,,1,32,27,40,False,2020-09-26
Bang!,AJR,,41,51,11,41,False,2020-09-26
Wishing Well,Juice WRLD,,5,43,10,42,False,2020-09-26
Chasin' You,Morgan Wallen,,16,42,34,43,False,2020-09-26
Drug Addiction,YoungBoy Never Broke Again,,44,0,1,44,True,2020-09-26
I Should Probably Go To Bed,Dan + Shay,,43,54,7,45,False,2020-09-26
We Paid,Lil Baby & 42 Dugg,,10,47,20,46,False,2020-09-26
Blueberry Faygo,Lil Mosey,,8,41,32,47,False,2020-09-26
Say So,Doja Cat Featuring Nicki Minaj,,1,40,37,48,False,2020-09-26
ily,Surf Mesa Featuring Emilee,,49,59,17,49,False,2020-09-26
Kacey Talk,YoungBoy Never Broke Again,,50,87,5,50,False,2020-09-26
Heather,Conan Gray,,46,46,5,51,False,2020-09-26
