title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Blinding Lights,The Weeknd,,1,2,20,1,False,2020-04-25
Toosie Slide,Drake,,1,1,2,2,False,2020-04-25
The Box,Roddy Ricch,,1,3,19,3,False,2020-04-25
Don't Start Now,Dua Lipa,,2,4,24,4,False,2020-04-25
Say So,Doja Cat Featuring Nicki Minaj,,5,8,15,5,False,2020-04-25
Adore You,Harry Styles,,6,7,19,6,False,2020-04-25
Circles,Post Malone,,1,6,33,7,False,2020-04-25
Life Is Good,Future Featuring Drake,,2,5,14,8,False,2020-04-25
Intentions,Justin Bieber Featuring Quavo,,8,9,10,9,False,2020-04-25
Everything I Wanted,Billie Eilish,,8,10,23,10,False,2020-04-25
Someone You Loved,Lewis Capaldi,,1,11,49,11,False,2020-04-25
My Oh My,Camila Cabello Featuring DaBaby,,12,13,19,12,False,2020-04-25
The Bones,Maren Morris,,12,12,30,13,False,2020-04-25
Savage,Megan Thee Stallion,,14,14,5,14,False,2020-04-25
Memories,Maroon 5,,2,15,30,15,False,2020-04-25
Blueberry Faygo,Lil Mosey,,16,18,10,16,False,2020-04-25
I Hope,Gabby Barrett Featuring Charlie Puth,,17,20,16,17,False,2020-04-25
Nobody But You,Blake Shelton Duet With Gwen Stefani,,18,24,14,18,False,2020-04-25
Roxanne,Arizona Zervas,,4,16,24,19,False,2020-04-25
Hot Girl Bummer,blackbear,,11,17,31,20,False,2020-04-25
Heartless,The Weeknd,,1,19,21,21,False,2020-04-25
Falling,Trevor Daniel,,22,23,22,22,False,2020-04-25
Level Of Concern,twenty one pilots,,23,0,1,23,True,2020-04-25
Dance Monkey,Tones And I,,4,21,28,24,False,2020-04-25
Chasin' You,Morgan Wallen,,25,27,12,25,False,2020-04-25
Roses,SAINt JHN,,26,30,4,26,False,2020-04-25
Ballin',Mustard & Roddy Ricch,,11,26,39,27,False,2020-04-25
Heart On Ice,Rod Wave,,25,25,23,28,False,2020-04-25
High Fashion,Roddy Ricch Featuring Mustard,,20,31,16,29,False,2020-04-25
Death Bed,Powfu Featuring beabadoobee,,30,33,5,30,False,2020-04-25
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,,26,28,21,31,False,2020-04-25
More Hearts Than Mine,Ingrid Andress,,32,37,16,32,False,2020-04-25
Stupid Love,Lady Gaga,,5,32,7,33,False,2020-04-25
"10,000 Hours",Dan + Shay & Justin Bieber,,4,34,28,34,False,2020-04-25
Break My Heart,Dua Lipa,,21,39,3,35,False,2020-04-25
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",,36,36,10,36,False,2020-04-25
Catch,Brett Young,,29,29,12,37,False,2020-04-25
Sunday Best,Surfaces,,38,44,7,38,False,2020-04-25
BOP,DaBaby,,11,35,29,39,False,2020-04-25
No Guidance,Chris Brown Featuring Drake,,5,38,45,40,False,2020-04-25
I Love Me,Demi Lovato,,18,41,6,41,False,2020-04-25
I Hope You're Happy Now,Carly Pearce & Lee Brice,,42,51,15,42,False,2020-04-25
Slide,H.E.R. Featuring YG,,43,45,17,43,False,2020-04-25
Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,,44,54,5,44,False,2020-04-25
In Your Eyes,The Weeknd,,16,47,4,45,False,2020-04-25
Dior,Pop Smoke,,30,55,9,46,False,2020-04-25
Suicidal,YNW Melly & Juice WRLD,,20,43,20,47,False,2020-04-25
Does To Me,Luke Combs Featuring Eric Church,,48,50,5,48,False,2020-04-25
Hard To Forget,Sam Hunt,,40,40,3,49,False,2020-04-25
Slow Dance In A Parking Lot,Jordan Davis,,37,42,15,50,False,2020-04-25
Find My Way,DaBaby,,22,22,2,51,False,2020-04-25
BEST ON EARTH,Russ & BIA,,46,49,19,52,False,2020-04-25
Sum 2 Prove,Lil Baby,,16,56,14,53,False,2020-04-25
Stupid Again,Tory Lanez,,54,0,1,54,True,2020-04-25
After A Few,Travis Denning,,55,69,3,55,False,2020-04-25
Godzilla,Eminem Featuring Juice WRLD,,3,53,13,56,False,2020-04-25
Before You Go,Lewis Capaldi,,57,63,11,57,False,2020-04-25
Supalonely,BENEE Featuring Gus Dapperton,,58,61,5,58,False,2020-04-25
Boyfriend,Selena Gomez,,59,0,1,59,True,2020-04-25
Walk Em Down,NLE Choppa Featuring Roddy Ricch,,57,60,4,60,False,2020-04-25
Believe It,PARTYNEXTDOOR & Rihanna,,23,58,3,61,False,2020-04-25
Yo Perreo Sola,Bad Bunny,,53,59,5,62,False,2020-04-25
Turks,"NAV, Gunna & Travis Scott",,17,46,3,63,False,2020-04-25
Broke In A Minute,Tory Lanez,,64,0,1,64,True,2020-04-25
You Should Be Sad,Halsey,,26,52,14,65,False,2020-04-25
Come Thru,Summer Walker & Usher,,42,68,16,66,False,2020-04-25
Homemade,Jake Owen,,39,57,12,67,False,2020-04-25
Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,,65,65,12,68,False,2020-04-25
Tusa,Karol G & Nicki Minaj,,42,66,20,69,False,2020-04-25
P*$$y Fairy (OTW),Jhene Aiko,,40,70,13,70,False,2020-04-25
Out West,JACKBOYS Featuring Young Thug,,38,73,14,71,False,2020-04-25
Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",,71,71,2,72,False,2020-04-25
If The World Was Ending,JP Saxe Featuring Julia Michaels,,73,83,3,73,False,2020-04-25
Myron,Lil Uzi Vert,,13,72,5,74,False,2020-04-25
Bluebird,Miranda Lambert,,75,81,2,75,False,2020-04-25
The Other Side,SZA X Justin Timberlake,,61,75,7,76,False,2020-04-25
What She Wants Tonight,Luke Bryan,,46,62,17,77,False,2020-04-25
Sigues Con El,Arcangel x Sech,,78,0,1,78,True,2020-04-25
Here And Now,Kenny Chesney,,79,93,2,79,False,2020-04-25
Die From A Broken Heart,Maddie & Tae,,80,0,1,80,True,2020-04-25
Underdog,Alicia Keys,,69,79,4,81,False,2020-04-25
Emotionally Scarred,Lil Baby,,31,85,7,82,False,2020-04-25
That Way,Lil Uzi Vert,,20,87,7,83,False,2020-04-25
DND,Polo G,,84,0,1,84,True,2020-04-25
July,Noah Cyrus & Leon Bridges,,85,97,7,85,False,2020-04-25
Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",,81,86,5,86,False,2020-04-25
Ridin' Roads,Dustin Lynch,,47,91,20,87,False,2020-04-25
The Man,Taylor Swift,,23,88,8,88,False,2020-04-25
Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",,55,80,6,89,False,2020-04-25
PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",,38,0,3,90,False,2020-04-25
Grace,Lil Baby & 42 Dugg,,48,100,7,91,False,2020-04-25
P2,Lil Uzi Vert,,11,92,6,92,False,2020-04-25
In Between,Scotty McCreery,,93,0,1,93,True,2020-04-25
Yummy,Justin Bieber,,2,94,15,94,False,2020-04-25
Captain Hook,Megan Thee Stallion,,74,0,2,95,False,2020-04-25
Ride It.,Regard,,96,0,1,96,True,2020-04-25
B.I.T.C.H.,Megan Thee Stallion,,31,82,10,97,False,2020-04-25
Girl Of My Dreams,Rod Wave,,98,0,1,98,True,2020-04-25
B.S.,Jhene Aiko Featuring H.E.R.,,24,0,5,99,False,2020-04-25
Boss Bitch,Doja Cat,,100,0,1,100,True,2020-04-25
