title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Stay,The Kid LAROI & Justin Bieber,,1,6,10,1,False,2021-09-25
Way 2 Sexy,Drake Featuring Future & Young Thug,,1,1,2,2,False,2021-09-25
Bad Habits,Ed Sheeran,,2,13,12,3,False,2021-09-25
Knife Talk,Drake Featuring 21 Savage & Project Pat,,4,5,2,4,False,2021-09-25
Fancy Like,Walker Hayes,,5,21,13,5,False,2021-09-25
Industry Baby,Lil Nas X & Jack Harlow,,2,20,8,6,False,2021-09-25
Good 4 U,Olivia Rodrigo,,1,15,18,7,False,2021-09-25
Kiss Me More,Doja Cat Featuring SZA,,3,19,23,8,False,2021-09-25
Levitating,Dua Lipa,,2,23,50,9,False,2021-09-25
Girls Want Girls,Drake Featuring Lil Baby,,2,2,2,10,False,2021-09-25
Fair Trade,Drake Featuring Travis Scott,,3,3,2,11,False,2021-09-25
Save Your Tears,The Weeknd & Ariana Grande,,1,28,40,12,False,2021-09-25
Montero (Call Me By Your Name),Lil Nas X,,1,30,25,13,False,2021-09-25
Butter,BTS,,1,17,17,14,False,2021-09-25
Heat Waves,Glass Animals,,15,33,35,15,False,2021-09-25
Shivers,Ed Sheeran,,16,0,1,16,True,2021-09-25
Essence,Wizkid Featuring Justin Bieber & Tems,,13,34,11,17,False,2021-09-25
You Right,Doja Cat & The Weeknd,,11,36,12,18,False,2021-09-25
Champagne Poetry,Drake,,4,4,2,19,False,2021-09-25
Deja Vu,Olivia Rodrigo,,3,31,24,20,False,2021-09-25
Need To Know,Doja Cat,,14,38,14,21,False,2021-09-25
No Friends In The Industry,Drake,,11,11,2,22,False,2021-09-25
Take My Breath,The Weeknd,,6,37,6,23,False,2021-09-25
If I Didn't Love You,Jason Aldean & Carrie Underwood,,15,43,8,24,False,2021-09-25
Family Ties,Baby Keem & Kendrick Lamar,,18,44,3,25,False,2021-09-25
Hurricane,Kanye West,,6,29,3,26,False,2021-09-25
TSU,Drake,,9,9,2,27,False,2021-09-25
Have Mercy,Chloe,,28,0,1,28,True,2021-09-25
In The Bible,Drake Featuring Lil Durk & Giveon,,7,7,2,29,False,2021-09-25
Beggin',Maneskin,,29,39,12,30,False,2021-09-25
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,1,46,28,31,False,2021-09-25
Leave Before You Love Me,Marshmello X Jonas Brothers,,19,40,17,32,False,2021-09-25
N 2 Deep,Drake Featuring Future,,12,12,2,33,False,2021-09-25
Pepas,Farruko,,26,45,8,34,False,2021-09-25
Love All,Drake Featuring JAY-Z,,10,10,2,35,False,2021-09-25
Happier Than Ever,Billie Eilish,,11,42,7,36,False,2021-09-25
Traitor,Olivia Rodrigo,,9,49,17,37,False,2021-09-25
Things A Man Oughta Know,Lainey Wilson,,32,51,18,38,False,2021-09-25
Chasing After You,Ryan Hurd With Maren Morris,,34,53,20,39,False,2021-09-25
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,,1,47,26,40,False,2021-09-25
Papi's Home,Drake,,8,8,2,41,False,2021-09-25
Arcade,Duncan Laurence,,30,54,23,42,False,2021-09-25
Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,,43,56,11,43,False,2021-09-25
Rumors,Lizzo Featuring Cardi B,,4,55,5,44,False,2021-09-25
Pipe Down,Drake,,14,14,2,45,False,2021-09-25
A-O-K,Tai Verdes,,46,60,11,46,False,2021-09-25
Country Again,Thomas Rhett,,42,52,20,47,False,2021-09-25
Thot Shit,Megan Thee Stallion,,16,57,14,48,False,2021-09-25
Late At Night,Roddy Ricch,,20,59,15,49,False,2021-09-25
Wockesha,Moneybagg Yo,,33,62,21,50,False,2021-09-25
Buy Dirt,Jordan Davis Featuring Luke Bryan,,51,74,6,51,False,2021-09-25
Waves,Luke Bryan,,24,48,13,52,False,2021-09-25
Range Brothers,Baby Keem & Kendrick Lamar,,53,0,1,53,True,2021-09-25
Race My Mind,Drake,,18,18,2,54,False,2021-09-25
Love Again,Dua Lipa,,54,69,9,55,False,2021-09-25
I Was On A Boat That Day,Old Dominion,,56,61,11,56,False,2021-09-25
7am On Bridle Path,Drake,,16,16,2,57,False,2021-09-25
Moon,Kanye West,,17,50,3,58,False,2021-09-25
Wild Side,Normani Featuring Cardi B,,14,83,9,59,False,2021-09-25
Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,,20,64,20,60,False,2021-09-25
Whole Lotta Money,BIA Featuring Nicki Minaj,,16,68,10,61,False,2021-09-25
Memory I Don't Mess With,Lee Brice,,62,70,8,62,False,2021-09-25
Life Support,YoungBoy Never Broke Again,,63,0,1,63,True,2021-09-25
Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,,64,0,1,64,True,2021-09-25
Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,,22,63,3,65,False,2021-09-25
2055,Sleepy Hallow,,51,75,9,66,False,2021-09-25
Woman,Doja Cat,,67,80,7,67,False,2021-09-25
