title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Just About Over You,Priscilla Block,,81,0,5,81,False,2021-12-11
Christmas Tree Farm (Old Timey Version),Taylor Swift,,82,0,1,82,True,2021-12-11
Bubbly,Young Thug With Drake & Travis Scott,,20,79,7,83,False,2021-12-11
Bad Man (Smooth Criminal),Polo G,,49,68,3,84,False,2021-12-11
For Tonight,Giveon,,80,83,9,85,False,2021-12-11
Fair Trade,Drake Featuring Travis Scott,,3,78,13,86,False,2021-12-11
Poke It Out,Wale Featuring J. Cole,,79,91,5,87,False,2021-12-11
'Til You Can't,Cody Johnson,,65,77,8,88,False,2021-12-11
Scorpio,Moneybagg Yo,,87,0,2,89,False,2021-12-11
Woman,Doja Cat,,62,80,18,90,False,2021-12-11
Memory I Don't Mess With,Lee Brice,,33,87,18,91,False,2021-12-11
Heart On Fire,Eric Church,,89,89,2,92,False,2021-12-11
Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,,87,92,5,93,False,2021-12-11
Moth To A Flame,Swedish House Mafia & The Weeknd,,27,84,6,94,False,2021-12-11
Always Been You,Jessie Murph,,95,0,1,95,True,2021-12-11
Who's In Your Head,Jonas Brothers,,92,98,6,96,False,2021-12-11
Baddest,"Yung Bleu, Chris Brown & 2 Chainz",,56,95,17,97,False,2021-12-11
Maybach,42 Dugg Featuring Future,,68,94,9,98,False,2021-12-11
Volvi,Aventura x Bad Bunny,,22,93,17,99,False,2021-12-11
Ex For A Reason,Summer Walker & JT,,33,90,5,100,False,2021-12-11
