title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Easy On Me,Adele,,1,1,8,1,False,2021-12-11
Stay,The Kid LAROI & Justin Bieber,,1,2,21,2,False,2021-12-11
All I Want For Christmas Is You,Mariah Carey,,1,12,47,3,False,2021-12-11
Rockin' Around The Christmas Tree,Brenda Lee,,2,14,41,4,False,2021-12-11
Jingle Bell Rock,Bobby Helms,,3,20,38,5,False,2021-12-11
Industry Baby,Lil Nas X & Jack Harlow,,1,3,19,6,False,2021-12-11
A Holly Jolly Christmas,Burl Ives,,4,27,22,7,False,2021-12-11
Heat Waves,Glass Animals,,7,7,46,8,False,2021-12-11
Shivers,Ed Sheeran,,5,6,12,9,False,2021-12-11
Need To Know,Doja Cat,,8,9,25,10,False,2021-12-11
It's The Most Wonderful Time Of The Year,Andy Williams,,5,30,23,11,False,2021-12-11
Bad Habits,Ed Sheeran,,2,8,23,12,False,2021-12-11
Cold Heart (PNAU Remix),Elton John & Dua Lipa,,11,11,13,13,False,2021-12-11
Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),,5,10,4,14,False,2021-12-11
Last Christmas,Wham!,,9,40,21,15,False,2021-12-11
Feliz Navidad,Jose Feliciano,,6,0,16,16,False,2021-12-11
Christmas (Baby Please Come Home),Darlene Love,,17,0,8,17,False,2021-12-11
The Christmas Song (Merry Christmas To You),Nat King Cole,,11,0,28,18,False,2021-12-11
Sleigh Ride,The Ronettes,,13,0,12,19,False,2021-12-11
It's Beginning To Look A Lot Like Christmas,Michael Buble,,20,0,6,20,False,2021-12-11
All Too Well (Taylor's Version),Taylor Swift,,1,4,3,21,False,2021-12-11
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,,8,0,15,22,False,2021-12-11
Fancy Like,Walker Hayes,,3,13,24,23,False,2021-12-11
abcdefu,GAYLE,,24,51,2,24,False,2021-12-11
White Christmas,Bing Crosby,,12,0,21,25,False,2021-12-11
Good 4 U,Olivia Rodrigo,,1,15,29,26,False,2021-12-11
Underneath The Tree,Kelly Clarkson,,12,0,11,27,False,2021-12-11
Essence,Wizkid Featuring Justin Bieber & Tems,,9,16,22,28,False,2021-12-11
You Right,Doja Cat & The Weeknd,,11,19,23,29,False,2021-12-11
Happy Holiday / The Holiday Season,Andy Williams,,18,0,9,30,False,2021-12-11
Way 2 Sexy,Drake Featuring Future & Young Thug,,1,17,13,31,False,2021-12-11
Beggin',Maneskin,,13,22,23,32,False,2021-12-11
One Right Now,Post Malone & The Weeknd,,6,21,4,33,False,2021-12-11
Kiss Me More,Doja Cat Featuring SZA,,3,25,34,34,False,2021-12-11
Rudolph The Red-Nosed Reindeer,Gene Autry,,16,0,13,35,False,2021-12-11
Santa Tell Me,Ariana Grande,,17,0,9,36,False,2021-12-11
Oh My God,Adele,,5,5,2,37,False,2021-12-11
Save Your Tears,The Weeknd & Ariana Grande,,1,31,51,38,False,2021-12-11
Ghost,Justin Bieber,,32,38,10,39,False,2021-12-11
Run Rudolph Run,Chuck Berry,,10,0,10,40,False,2021-12-11
Knife Talk,Drake Featuring 21 Savage & Project Pat,,4,33,13,41,False,2021-12-11
If I Didn't Love You,Jason Aldean & Carrie Underwood,,15,28,19,42,False,2021-12-11
Thats What I Want,Lil Nas X,,10,42,11,43,False,2021-12-11
Happier Than Ever,Billie Eilish,,11,45,18,44,False,2021-12-11
Better Days,NEIKED X Mae Muller X Polo G,,29,34,7,45,False,2021-12-11
(There's No Place Like) Home For The Holidays,Perry Como,,22,0,8,46,False,2021-12-11
Love Nwantiti (Ah Ah Ah),CKay,,31,37,11,47,False,2021-12-11
Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,,21,39,12,48,False,2021-12-11
Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,,30,36,16,49,False,2021-12-11
Girls Want Girls,Drake Featuring Lil Baby,,2,43,13,50,False,2021-12-11
My Universe,Coldplay x BTS,,1,29,10,51,False,2021-12-11
Cold As You,Luke Combs,,32,46,18,52,False,2021-12-11
Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",,17,48,8,53,False,2021-12-11
Buy Dirt,Jordan Davis Featuring Luke Bryan,,30,35,17,54,False,2021-12-11
Super Gremlin,Kodak Black,,55,63,4,55,False,2021-12-11
Pepas,Farruko,,25,47,19,56,False,2021-12-11
You Should Probably Leave,Chris Stapleton,,39,52,22,57,False,2021-12-11
By Your Side,Rod Wave,,58,0,1,58,True,2021-12-11
Chosen,Blxst & Tyga Featuring Ty Dolla $ign,,53,60,10,59,False,2021-12-11
Same Boat,Zac Brown Band,,48,54,11,60,False,2021-12-11
Whiskey And Rain,Michael Ray,,61,67,9,61,False,2021-12-11
Have Mercy,Chloe,,28,57,12,62,False,2021-12-11
Wild Side,Normani Featuring Cardi B,,14,58,20,63,False,2021-12-11
Sand In My Boots,Morgan Wallen,,32,62,20,64,False,2021-12-11
One Mississippi,Kane Brown,,59,59,10,65,False,2021-12-11
Knowing You,Kenny Chesney,,57,69,16,66,False,2021-12-11
My Little Love,Adele,,23,23,2,67,False,2021-12-11
Family Ties,Baby Keem & Kendrick Lamar,,18,64,14,68,False,2021-12-11
Enemy,Imagine Dragons X JID,,69,85,2,69,False,2021-12-11
Gyalis,Capella Grey,,38,65,18,70,False,2021-12-11
Big Energy,Latto,,71,72,6,71,False,2021-12-11
Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,,22,71,14,72,False,2021-12-11
No Love,Summer Walker & SZA,,13,66,4,73,False,2021-12-11
Can I Get It,Adele,,26,26,2,74,False,2021-12-11
Already Dead,Juice WRLD,,20,61,3,75,False,2021-12-11
I Drink Wine,Adele,,18,18,2,76,False,2021-12-11
Pick Out A Christmas Tree,Dan + Shay,,77,0,1,77,True,2021-12-11
Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,,45,74,3,78,False,2021-12-11
Tequila Little Time,Jon Pardi,,68,75,8,79,False,2021-12-11
Freedom Was A Highway,Jimmie Allen & Brad Paisley,,76,76,8,80,False,2021-12-11
