title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Easy On Me,Adele,,1,1,3,1,False,2021-11-06
Stay,The Kid LAROI & Justin Bieber,,1,2,16,2,False,2021-11-06
Industry Baby,Lil Nas X & Jack Harlow,,1,3,14,3,False,2021-11-06
Fancy Like,Walker Hayes,,3,4,19,4,False,2021-11-06
Bad Habits,Ed Sheeran,,2,5,18,5,False,2021-11-06
Way 2 Sexy,Drake Featuring Future & Young Thug,,1,6,8,6,False,2021-11-06
Shivers,Ed Sheeran,,7,9,7,7,False,2021-11-06
Good 4 U,Olivia Rodrigo,,1,7,24,8,False,2021-11-06
Need To Know,Doja Cat,,9,11,20,9,False,2021-11-06
Levitating,Dua Lipa,,2,8,56,10,False,2021-11-06
Essence,Wizkid Featuring Justin Bieber & Tems,,9,12,17,11,False,2021-11-06
Kiss Me More,Doja Cat Featuring SZA,,3,10,29,12,False,2021-11-06
Heat Waves,Glass Animals,,12,14,41,13,False,2021-11-06
Beggin',Maneskin,,14,15,18,14,False,2021-11-06
Cold Heart (PNAU Remix),Elton John & Dua Lipa,,15,21,8,15,False,2021-11-06
You Right,Doja Cat & The Weeknd,,11,16,18,16,False,2021-11-06
Save Your Tears,The Weeknd & Ariana Grande,,1,17,46,17,False,2021-11-06
If I Didn't Love You,Jason Aldean & Carrie Underwood,,15,23,14,18,False,2021-11-06
Traitor,Olivia Rodrigo,,9,22,23,19,False,2021-11-06
My Universe,Coldplay x BTS,,1,13,5,20,False,2021-11-06
Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",,17,19,3,21,False,2021-11-06
Knife Talk,Drake Featuring 21 Savage & Project Pat,,4,18,8,22,False,2021-11-06
Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,,23,32,7,23,False,2021-11-06
Montero (Call Me By Your Name),Lil Nas X,,1,24,31,24,False,2021-11-06
Chasing After You,Ryan Hurd With Maren Morris,,23,25,26,25,False,2021-11-06
Girls Want Girls,Drake Featuring Lil Baby,,2,26,8,26,False,2021-11-06
Moth To A Flame,Swedish House Mafia & The Weeknd,,27,0,1,27,True,2021-11-06
Let's Go Brandon,Bryson Gray Featuring Tyson James & Chandler Crump,,28,0,1,28,True,2021-11-06
Thats What I Want,Lil Nas X,,10,28,6,29,False,2021-11-06
Pepas,Farruko,,25,29,14,30,False,2021-11-06
Love Nwantiti (Ah Ah Ah),CKay,,31,31,6,31,False,2021-11-06
Take My Breath,The Weeknd,,6,27,12,32,False,2021-11-06
Happier Than Ever,Billie Eilish,,11,30,13,33,False,2021-11-06
