title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,1,2,10,1,False,2021-05-22
Levitating,Dua Lipa,,2,4,32,2,False,2021-05-22
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,,1,3,8,3,False,2021-05-22
Save Your Tears,The Weeknd & Ariana Grande,,1,1,22,4,False,2021-05-22
Kiss Me More,Doja Cat Featuring SZA,,5,5,5,5,False,2021-05-22
Astronaut In The Ocean,Masked Wolf,,6,7,13,6,False,2021-05-22
Rapstar,Polo G,,1,6,5,7,False,2021-05-22
interlude,J. Cole,,8,0,1,8,True,2021-05-22
Without You,The Kid LAROI,,8,8,23,9,False,2021-05-22
Montero (Call Me By Your Name),Lil Nas X,,1,9,7,10,False,2021-05-22
Miss The Rage,Trippie Redd & Playboi Carti,,11,0,1,11,True,2021-05-22
Blinding Lights,The Weeknd,,1,11,75,12,False,2021-05-22
Calling My Phone,Lil Tjay Featuring 6LACK,,3,13,13,13,False,2021-05-22
Up,Cardi B,,1,12,14,14,False,2021-05-22
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,,12,16,17,15,False,2021-05-22
Drivers License,Olivia Rodrigo,,1,14,18,16,False,2021-05-22
Deja Vu,Olivia Rodrigo,,8,15,6,17,False,2021-05-22
Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,,18,19,10,18,False,2021-05-22
Best Friend,Saweetie Featuring Doja Cat,,14,17,18,19,False,2021-05-22
My Ex's Best Friend,Machine Gun Kelly X blackbear,,20,21,39,20,False,2021-05-22
Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,,20,20,2,21,False,2021-05-22
Forever After All,Luke Combs,,2,23,29,22,False,2021-05-22
Heartbreak Anniversary,Giveon,,17,22,13,23,False,2021-05-22
Mood,24kGoldn Featuring iann dior,,1,24,40,24,False,2021-05-22
On Me,Lil Baby,,15,18,23,25,False,2021-05-22
Back In Blood,Pooh Shiesty Featuring Lil Durk,,13,25,19,26,False,2021-05-22
The Good Ones,Gabby Barrett,,19,27,20,27,False,2021-05-22
What You Know Bout Love,Pop Smoke,,9,26,36,28,False,2021-05-22
Your Power,Billie Eilish,,10,10,2,29,False,2021-05-22
Hell Of A View,Eric Church,,28,36,18,30,False,2021-05-22
We're Good,Dua Lipa,,31,39,13,31,False,2021-05-22
Breaking Up Was Easy In The 90's,Sam Hunt,,32,40,11,32,False,2021-05-22
Heat Waves,Glass Animals,,33,34,17,33,False,2021-05-22
Track Star,Mooski,,31,31,12,34,False,2021-05-22
Made For You,Jake Owen,,32,32,12,35,False,2021-05-22
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,,2,29,28,36,False,2021-05-22
Positions,Ariana Grande,,1,37,29,37,False,2021-05-22
Wants And Needs,Drake Featuring Lil Baby,,2,42,10,38,False,2021-05-22
You Broke Me First.,Tate McRae,,17,35,38,39,False,2021-05-22
Telepatia,Kali Uchis,,39,46,12,40,False,2021-05-22
Time Today,Moneybagg Yo,,31,41,14,41,False,2021-05-22
Wockesha,Moneybagg Yo,,42,57,3,42,False,2021-05-22
Dakiti,Bad Bunny & Jhay Cortez,,5,38,28,43,False,2021-05-22
You're Mines Still,Yung Bleu Featuring Drake,,18,44,23,44,False,2021-05-22
Therefore I Am,Billie Eilish,,2,33,27,45,False,2021-05-22
What's Your Country Song,Thomas Rhett,,29,47,21,46,False,2021-05-22
Goosebumps,Travis Scott & HVME,,47,50,17,47,False,2021-05-22
No More Parties,Coi Leray Featuring Lil Durk,,26,51,14,48,False,2021-05-22
Settling Down,Miranda Lambert,,49,56,9,49,False,2021-05-22
pov,Ariana Grande,,40,55,10,50,False,2021-05-22
Ski,Young Thug & Gunna,,18,48,4,51,False,2021-05-22
What's Next,Drake,,1,45,10,52,False,2021-05-22
