title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Rockstar,DaBaby Featuring Roddy Ricch,,1,1,12,1,False,2020-07-18
Blinding Lights,The Weeknd,,1,3,32,2,False,2020-07-18
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",,2,2,22,3,False,2020-07-18
Savage,Megan Thee Stallion,,1,4,17,4,False,2020-07-18
Roses,SAINt JHN,,4,5,16,5,False,2020-07-18
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,6,0,1,6,True,2020-07-18
Watermelon Sugar,Harry Styles,,7,8,16,7,False,2020-07-18
Blueberry Faygo,Lil Mosey,,8,9,22,8,False,2020-07-18
Say So,Doja Cat Featuring Nicki Minaj,,1,6,27,9,False,2020-07-18
Intentions,Justin Bieber Featuring Quavo,,5,7,22,10,False,2020-07-18
The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,,11,0,1,11,True,2020-07-18
Adore You,Harry Styles,,6,11,31,12,False,2020-07-18
Circles,Post Malone,,1,13,45,13,False,2020-07-18
We Paid,Lil Baby & 42 Dugg,,10,10,10,14,False,2020-07-18
Don't Start Now,Dua Lipa,,2,15,36,15,False,2020-07-18
Rain On Me,Lady Gaga & Ariana Grande,,1,12,7,16,False,2020-07-18
Break My Heart,Dua Lipa,,17,20,15,17,False,2020-07-18
The Bones,Maren Morris,,12,17,42,18,False,2020-07-18
One Margarita,Luke Bryan,,19,22,10,19,False,2020-07-18
The Bigger Picture,Lil Baby,,3,14,4,20,False,2020-07-18
The Box,Roddy Ricch,,1,16,31,21,False,2020-07-18
Dior,Pop Smoke,,22,44,21,22,False,2020-07-18
I Hope,Gabby Barrett Featuring Charlie Puth,,16,21,28,23,False,2020-07-18
Life Is Good,Future Featuring Drake,,2,18,26,24,False,2020-07-18
Falling,Trevor Daniel,,17,19,34,25,False,2020-07-18
Before You Go,Lewis Capaldi,,25,25,23,26,False,2020-07-18
Hard To Forget,Sam Hunt,,26,27,15,27,False,2020-07-18
Go Crazy,Chris Brown & Young Thug,,28,30,9,28,False,2020-07-18
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,,29,31,4,29,False,2020-07-18
Sunday Best,Surfaces,,19,23,19,30,False,2020-07-18
Got It On Me,Pop Smoke,,31,0,1,31,True,2020-07-18
Death Bed,Powfu Featuring beabadoobee,,23,24,17,32,False,2020-07-18
Bluebird,Miranda Lambert,,33,35,14,33,False,2020-07-18
Aim For The Moon,Pop Smoke Featuring Quavo,,34,0,1,34,True,2020-07-18
Chasin' You,Morgan Wallen,,16,32,24,35,False,2020-07-18
Party Girl,StaySolidRocky,,21,29,11,36,False,2020-07-18
Gangstas,Pop Smoke,,37,0,1,37,True,2020-07-18
Toosie Slide,Drake,,1,26,14,38,False,2020-07-18
44 Bulldog,Pop Smoke,,39,0,1,39,True,2020-07-18
High Fashion,Roddy Ricch Featuring Mustard,,20,36,28,40,False,2020-07-18
Something Special,Pop Smoke,,41,0,1,41,True,2020-07-18
Die From A Broken Heart,Maddie & Tae,,42,45,13,42,False,2020-07-18
Yea Yea,Pop Smoke,,43,0,1,43,True,2020-07-18
Mood Swings,Pop Smoke Featuring Lil Tjay,,44,0,1,44,True,2020-07-18
Stuck With U,Ariana Grande & Justin Bieber,,1,34,9,45,False,2020-07-18
Emotionally Scarred,Lil Baby,,31,37,19,46,False,2020-07-18
Supalonely,BENEE Featuring Gus Dapperton,,39,41,17,47,False,2020-07-18
Walk Em Down,NLE Choppa Featuring Roddy Ricch,,38,40,16,48,False,2020-07-18
Make It Rain,Pop Smoke Featuring Rowdy Rebel,,49,0,2,49,False,2020-07-18
Be Kind,Marshmello & Halsey,,29,39,10,50,False,2020-07-18
Girls In The Hood,Megan Thee Stallion,,28,28,2,51,False,2020-07-18
What You Know Bout Love,Pop Smoke,,52,0,1,52,True,2020-07-18
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",,1,38,11,53,False,2020-07-18
Snitchin,Pop Smoke Featuring Quavo & Future,,54,0,1,54,True,2020-07-18
Bad Bitch From Tokyo (Intro),Pop Smoke,,55,0,1,55,True,2020-07-18
Enjoy Yourself,Pop Smoke Featuring Karol G,,56,0,1,56,True,2020-07-18
Creature,Pop Smoke Featuring Swae Lee,,57,0,1,57,True,2020-07-18
I Love My Country,Florida Georgia Line,,48,48,12,58,False,2020-07-18
If The World Was Ending,JP Saxe Featuring Julia Michaels,,50,50,15,59,False,2020-07-18
Got What I Got,Jason Aldean,,52,52,6,60,False,2020-07-18
Like That,Doja Cat Featuring Gucci Mane,,51,51,6,61,False,2020-07-18
Here And Now,Kenny Chesney,,38,47,14,62,False,2020-07-18
Said Sum,Moneybagg Yo,,63,0,1,63,True,2020-07-18
Rags2Riches,Rod Wave Featuring ATR Son Son,,64,96,2,64,False,2020-07-18
West Coast Shit,Pop Smoke Featuring Tyga & Quavo,,65,0,1,65,True,2020-07-18
Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",,58,58,14,66,False,2020-07-18
Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",,62,64,5,67,False,2020-07-18
Don't Rush,Young T & Bugsey Featuring Headie One,,56,57,9,68,False,2020-07-18
Done,Chris Janson,,63,63,4,69,False,2020-07-18
P*$$y Fairy (OTW),Jhene Aiko,,40,59,25,70,False,2020-07-18
Does To Me,Luke Combs Featuring Eric Church,,20,53,17,71,False,2020-07-18
God Whispered Your Name,Keith Urban,,60,60,12,72,False,2020-07-18
One Big Country Song,LOCASH,,65,65,6,73,False,2020-07-18
Life's A Mess,Juice WRLD X Halsey,,74,0,1,74,True,2020-07-18
Wash Us In The Blood,Kanye West Featuring Travis Scott,,49,49,2,75,False,2020-07-18
Diana,Pop Smoke Featuring King Combs,,76,0,1,76,True,2020-07-18
Cool Again,Kane Brown,,68,76,6,77,False,2020-07-18
Why We Drink,Justin Moore,,69,69,6,78,False,2020-07-18
Tunnel Vision (Outro),Pop Smoke,,79,0,1,79,True,2020-07-18
After Party,Don Toliver,,57,61,12,80,False,2020-07-18
Gooba,6ix9ine,,3,55,9,81,False,2020-07-18
Need It,Migos Featuring YoungBoy Never Broke Again,,62,72,7,82,False,2020-07-18
Trollz,6ix9ine & Nicki Minaj,,1,54,4,83,False,2020-07-18
Chicago Freestyle,Drake Featuring Giveon,,14,62,10,84,False,2020-07-18
3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,,43,68,4,85,False,2020-07-18
ily,Surf Mesa Featuring Emilee,,72,78,7,86,False,2020-07-18
One Of Them Girls,Lee Brice,,73,73,6,87,False,2020-07-18
Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,,36,66,17,88,False,2020-07-18
Flex,Polo G Featuring Juice WRLD,,30,70,8,89,False,2020-07-18
After A Few,Travis Denning,,31,67,15,90,False,2020-07-18
How You Like That,BLACKPINK,,33,33,2,91,False,2020-07-18
Yo Perreo Sola,Bad Bunny,,53,74,17,92,False,2020-07-18
More Than My Hometown,Morgan Wallen,,61,82,4,93,False,2020-07-18
