title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Drivers License,Olivia Rodrigo,,1,1,2,1,False,2021-01-30
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,,2,11,12,2,False,2021-01-30
Mood,24kGoldn Featuring iann dior,,1,2,24,3,False,2021-01-30
Blinding Lights,The Weeknd,,1,4,59,4,False,2021-01-30
Positions,Ariana Grande,,1,3,13,5,False,2021-01-30
Levitating,Dua Lipa,,6,6,16,6,False,2021-01-30
Go Crazy,Chris Brown & Young Thug,,5,5,37,7,False,2021-01-30
Holy,Justin Bieber Featuring Chance The Rapper,,3,7,18,8,False,2021-01-30
Bang!,AJR,,8,8,29,9,False,2021-01-30
Good Days,SZA,,10,10,4,10,False,2021-01-30
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,6,15,29,11,False,2021-01-30
I Hope,Gabby Barrett Featuring Charlie Puth,,3,14,56,12,False,2021-01-30
Therefore I Am,Billie Eilish,,2,17,11,13,False,2021-01-30
Lonely,Justin Bieber & benny blanco,,12,12,14,14,False,2021-01-30
Better Together,Luke Combs,,15,24,16,15,False,2021-01-30
Body,Megan Thee Stallion,,12,20,9,16,False,2021-01-30
Laugh Now Cry Later,Drake Featuring Lil Durk,,2,13,23,17,False,2021-01-30
Dakiti,Bad Bunny & Jhay Cortez,,5,23,12,18,False,2021-01-30
Whoopty,CJ,,19,25,11,19,False,2021-01-30
Save Your Tears,The Weeknd & Ariana Grande,,20,21,6,20,False,2021-01-30
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,,6,19,23,21,False,2021-01-30
Bad Boy,Juice WRLD & Young Thug,,22,0,1,22,True,2021-01-30
What You Know Bout Love,Pop Smoke,,20,27,20,23,False,2021-01-30
Wasted On You,Morgan Wallen,,9,9,2,24,False,2021-01-30
7 Summers,Morgan Wallen,,6,18,22,25,False,2021-01-30
Anyone,Justin Bieber,,6,22,3,26,False,2021-01-30
More Than My Hometown,Morgan Wallen,,15,16,30,27,False,2021-01-30
Willow,Taylor Swift,,1,29,6,28,False,2021-01-30
Kings & Queens,Ava Max,,13,28,24,29,False,2021-01-30
Before You Go,Lewis Capaldi,,9,31,48,30,False,2021-01-30
You Broke Me First.,Tate McRae,,31,33,22,31,False,2021-01-30
You're Mines Still,Yung Bleu Featuring Drake,,32,54,7,32,False,2021-01-30
On Me,Lil Baby,,30,37,7,33,False,2021-01-30
My Ex's Best Friend,Machine Gun Kelly X blackbear,,28,40,23,34,False,2021-01-30
Starting Over,Chris Stapleton,,25,38,21,35,False,2021-01-30
Somebody's Problem,Morgan Wallen,,25,26,6,36,False,2021-01-30
Rockstar,DaBaby Featuring Roddy Ricch,,1,34,39,37,False,2021-01-30
I Should Probably Go To Bed,Dan + Shay,,28,30,24,38,False,2021-01-30
Streets,Doja Cat,,39,91,2,39,False,2021-01-30
Sand In My Boots,Morgan Wallen,,32,32,2,40,False,2021-01-30
