title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Drivers License,Olivia Rodrigo,,1,1,8,1,False,2021-03-13
Up,Cardi B,,2,2,4,2,False,2021-03-13
Blinding Lights,The Weeknd,,1,5,65,3,False,2021-03-13
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,,2,4,18,4,False,2021-03-13
Go Crazy,Chris Brown & Young Thug,,3,3,43,5,False,2021-03-13
Save Your Tears,The Weeknd & Ariana Grande,,4,6,12,6,False,2021-03-13
Mood,24kGoldn Featuring iann dior,,1,7,30,7,False,2021-03-13
Calling My Phone,Lil Tjay Featuring 6LACK,,3,8,3,8,False,2021-03-13
What You Know Bout Love,Pop Smoke,,9,11,26,9,False,2021-03-13
Levitating,Dua Lipa,,5,10,22,10,False,2021-03-13
Positions,Ariana Grande,,1,9,19,11,False,2021-03-13
Therefore I Am,Billie Eilish,,2,12,17,12,False,2021-03-13
Back In Blood,Pooh Shiesty Featuring Lil Durk,,13,13,9,13,False,2021-03-13
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,6,15,35,14,False,2021-03-13
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,,15,47,7,15,False,2021-03-13
Dakiti,Bad Bunny & Jhay Cortez,,5,16,18,16,False,2021-03-13
You Broke Me First.,Tate McRae,,17,21,28,17,False,2021-03-13
Whoopty,CJ,,10,14,17,18,False,2021-03-13
You're Mines Still,Yung Bleu Featuring Drake,,19,19,13,19,False,2021-03-13
Good Time,Niko Moon,,20,25,22,20,False,2021-03-13
My Ex's Best Friend,Machine Gun Kelly X blackbear,,21,24,29,21,False,2021-03-13
Best Friend,Saweetie Featuring Doja Cat,,22,28,8,22,False,2021-03-13
Good Days,SZA,,9,17,10,23,False,2021-03-13
I Hope,Gabby Barrett Featuring Charlie Puth,,3,18,62,24,False,2021-03-13
On Me,Lil Baby,,23,23,13,25,False,2021-03-13
Streets,Doja Cat,,18,22,8,26,False,2021-03-13
Better Together,Luke Combs,,15,20,22,27,False,2021-03-13
Throat Baby (Go Baby),BRS Kash,,24,26,20,28,False,2021-03-13
Holy,Justin Bieber Featuring Chance The Rapper,,3,27,24,29,False,2021-03-13
Put Your Records On,Ritt Momney,,30,36,20,30,False,2021-03-13
Anyone,Justin Bieber,,6,33,9,31,False,2021-03-13
Willow,Taylor Swift,,1,29,12,32,False,2021-03-13
Just The Way,Parmalee x Blanco Brown,,33,35,10,33,False,2021-03-13
Without You,The Kid LAROI,,34,38,13,34,False,2021-03-13
Bang!,AJR,,8,31,35,35,False,2021-03-13
Down To One,Luke Bryan,,36,37,10,36,False,2021-03-13
No More Parties,Coi Leray Featuring Lil Durk,,32,32,4,37,False,2021-03-13
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,,6,34,29,38,False,2021-03-13
Telepatia,Kali Uchis,,39,54,2,39,False,2021-03-13
The Good Ones,Gabby Barrett,,40,48,10,40,False,2021-03-13
Lonely,Justin Bieber & benny blanco,,12,30,20,41,False,2021-03-13
Cry Baby,Megan Thee Stallion Featuring DaBaby,,28,42,13,42,False,2021-03-13
Dynamite,BTS,,1,50,28,43,False,2021-03-13
What's Your Country Song,Thomas Rhett,,44,44,11,44,False,2021-03-13
My Head And My Heart,Ava Max,,45,59,4,45,False,2021-03-13
Damage,H.E.R.,,44,45,12,46,False,2021-03-13
Laugh Now Cry Later,Drake Featuring Lil Durk,,2,39,29,47,False,2021-03-13
Starting Over,Chris Stapleton,,25,40,27,48,False,2021-03-13
Astronaut In The Ocean,Masked Wolf,,49,62,3,49,False,2021-03-13
Time Today,Moneybagg Yo,,37,43,4,50,False,2021-03-13
We're Good,Dua Lipa,,49,49,3,51,False,2021-03-13
Long Live,Florida Georgia Line,,48,60,9,52,False,2021-03-13
Beers And Sunshine,Darius Rucker,,42,46,12,53,False,2021-03-13
Heartbreak Anniversary,Giveon,,54,63,3,54,False,2021-03-13
Monsters,All Time Low Featuring Demi Lovato & blackbear,,55,55,10,55,False,2021-03-13
Body,Megan Thee Stallion,,12,41,15,56,False,2021-03-13
Buss It,Erica Banks,,47,51,8,57,False,2021-03-13
Goosebumps,Travis Scott & HVME,,56,56,7,58,False,2021-03-13
Golden,Harry Styles,,57,57,19,59,False,2021-03-13
Lady,Brett Young,,60,66,8,60,False,2021-03-13
Heat Waves,Glass Animals,,61,65,7,61,False,2021-03-13
Wasted On You,Morgan Wallen,,9,52,8,62,False,2021-03-13
La Noche de Anoche,Bad Bunny & Rosalia,,53,58,6,63,False,2021-03-13
AP,Pop Smoke,,64,0,1,64,True,2021-03-13
Forever After All,Luke Combs,,2,68,19,65,False,2021-03-13
Track Star,Mooski,,66,99,2,66,False,2021-03-13
Momma's House,Dustin Lynch,,67,75,8,67,False,2021-03-13
Sand In My Boots,Morgan Wallen,,32,64,8,68,False,2021-03-13
