title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,1,3,5,1,False,2021-04-17
Montero (Call Me By Your Name),Lil Nas X,,1,1,2,2,False,2021-04-17
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,,1,2,3,3,False,2021-04-17
Up,Cardi B,,1,4,9,4,False,2021-04-17
Drivers License,Olivia Rodrigo,,1,5,13,5,False,2021-04-17
Save Your Tears,The Weeknd & Ariana Grande,,4,6,17,6,False,2021-04-17
Levitating,Dua Lipa,,5,7,27,7,False,2021-04-17
Deja Vu,Olivia Rodrigo,,8,0,1,8,True,2021-04-17
Blinding Lights,The Weeknd,,1,8,70,9,False,2021-04-17
Astronaut In The Ocean,Masked Wolf,,10,12,8,10,False,2021-04-17
Calling My Phone,Lil Tjay Featuring 6LACK,,3,18,8,11,False,2021-04-17
What You Know Bout Love,Pop Smoke,,9,10,31,12,False,2021-04-17
Mood,24kGoldn Featuring iann dior,,1,9,35,13,False,2021-04-17
Best Friend,Saweetie Featuring Doja Cat,,14,17,13,14,False,2021-04-17
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,,2,14,23,15,False,2021-04-17
Go Crazy,Chris Brown & Young Thug,,3,15,48,16,False,2021-04-17
What's Next,Drake,,1,13,5,17,False,2021-04-17
Back In Blood,Pooh Shiesty Featuring Lil Durk,,13,20,14,18,False,2021-04-17
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,,15,24,12,19,False,2021-04-17
Therefore I Am,Billie Eilish,,2,19,22,20,False,2021-04-17
You Broke Me First.,Tate McRae,,17,21,33,21,False,2021-04-17
Heartbreak Anniversary,Giveon,,22,28,8,22,False,2021-04-17
You're Mines Still,Yung Bleu Featuring Drake,,18,23,18,23,False,2021-04-17
Positions,Ariana Grande,,1,25,24,24,False,2021-04-17
Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,,25,33,5,25,False,2021-04-17
Starting Over,Chris Stapleton,,25,41,32,26,False,2021-04-17
On Me,Lil Baby,,23,26,18,27,False,2021-04-17
My Ex's Best Friend,Machine Gun Kelly X blackbear,,21,29,34,28,False,2021-04-17
The Good Ones,Gabby Barrett,,29,32,15,29,False,2021-04-17
Without You,The Kid LAROI,,30,31,18,30,False,2021-04-17
Dakiti,Bad Bunny & Jhay Cortez,,5,27,23,31,False,2021-04-17
Tombstone,Rod Wave,,11,11,3,32,False,2021-04-17
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,6,37,40,33,False,2021-04-17
No More Parties,Coi Leray Featuring Lil Durk,,26,39,9,34,False,2021-04-17
Good Days,SZA,,9,40,15,35,False,2021-04-17
Track Star,Mooski,,36,47,7,36,False,2021-04-17
What's Your Country Song,Thomas Rhett,,29,42,16,37,False,2021-04-17
Wants And Needs,Drake Featuring Lil Baby,,2,34,5,38,False,2021-04-17
Street Runner,Rod Wave,,16,16,4,39,False,2021-04-17
Cry Baby,Megan Thee Stallion Featuring DaBaby,,28,44,18,40,False,2021-04-17
Streets,Doja Cat,,16,35,13,41,False,2021-04-17
We're Good,Dua Lipa,,42,48,8,42,False,2021-04-17
Put Your Records On,Ritt Momney,,30,43,25,43,False,2021-04-17
Heat Waves,Glass Animals,,44,50,12,44,False,2021-04-17
Forever After All,Luke Combs,,2,54,24,45,False,2021-04-17
Richer,Rod Wave Featuring Polo G,,22,22,2,46,False,2021-04-17
Goosebumps,Travis Scott & HVME,,47,56,12,47,False,2021-04-17
Whoopty,CJ,,10,38,22,48,False,2021-04-17
Time Today,Moneybagg Yo,,37,58,9,49,False,2021-04-17
Run It Up,Lil Tjay Featuring Offset & Moneybagg Yo,,50,0,1,50,True,2021-04-17
Telepatia,Kali Uchis,,39,53,7,51,False,2021-04-17
Just The Way,Parmalee x Blanco Brown,,31,60,15,52,False,2021-04-17
Anyone,Justin Bieber,,6,36,14,53,False,2021-04-17
Long Live,Florida Georgia Line,,45,45,14,54,False,2021-04-17
Headshot,"Lil Tjay, Polo G & Fivio Foreign",,42,68,3,55,False,2021-04-17
Dancing With The Devil,Demi Lovato,,56,0,1,56,True,2021-04-17
Hold On,Justin Bieber,,20,46,5,57,False,2021-04-17
Lady,Brett Young,,52,52,13,58,False,2021-04-17
Momma's House,Dustin Lynch,,59,62,13,59,False,2021-04-17
Willow,Taylor Swift,,1,59,17,60,False,2021-04-17
Met Him Last Night,Demi Lovato Featuring Ariana Grande,,61,0,1,61,True,2021-04-17
Somebody Like That,Tenille Arts,,62,66,12,62,False,2021-04-17
My Head And My Heart,Ava Max,,45,57,9,63,False,2021-04-17
Hell Of A View,Eric Church,,63,67,13,64,False,2021-04-17
Damage,H.E.R.,,44,64,17,65,False,2021-04-17
Made For You,Jake Owen,,66,75,7,66,False,2021-04-17
4 Da Gang,42 Dugg & Roddy Ricch,,67,0,1,67,True,2021-04-17
Breaking Up Was Easy In The 90's,Sam Hunt,,68,73,6,68,False,2021-04-17
Hellcats & Trackhawks,Lil Durk,,69,76,4,69,False,2021-04-17
Lemon Pepper Freestyle,Drake Featuring Rick Ross,,3,70,5,70,False,2021-04-17
Settling Down,Miranda Lambert,,71,90,4,71,False,2021-04-17
Masterpiece,DaBaby,,55,77,11,72,False,2021-04-17
Quicksand,Morray,,73,83,9,73,False,2021-04-17
The Business,Tiesto,,69,86,7,74,False,2021-04-17
La Noche de Anoche,Bad Bunny & Rosalia,,53,78,11,75,False,2021-04-17
Hard For The Next,Moneybagg Yo & Future,,49,49,2,76,False,2021-04-17
Down To One,Luke Bryan,,36,74,15,77,False,2021-04-17
Almost Maybes,Jordan Davis,,73,91,11,78,False,2021-04-17
Pick Up Your Feelings,Jazmine Sullivan,,75,84,11,79,False,2021-04-17
Wasted On You,Morgan Wallen,,9,79,13,80,False,2021-04-17
Film Out,BTS,,81,0,1,81,True,2021-04-17
Big Purr (Prrdd),Coi Leray & Pooh Shiesty,,69,69,2,82,False,2021-04-17
Real As It Gets,Lil Baby Featuring EST Gee,,34,82,5,83,False,2021-04-17
Body,Megan Thee Stallion,,12,81,20,84,False,2021-04-17
Glad You Exist,Dan + Shay,,63,92,9,85,False,2021-04-17
Monsters,All Time Low Featuring Demi Lovato & blackbear,,55,80,15,86,False,2021-04-17
You Got It,VEDO,,75,97,15,87,False,2021-04-17
One Too Many,Keith Urban Duet With P!nk,,62,95,17,88,False,2021-04-17
Famous Friends,Chris Young + Kane Brown,,89,0,2,89,False,2021-04-17
Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,,90,0,1,90,True,2021-04-17
Nobody,Dylan Scott,,85,99,6,91,False,2021-04-17
As I Am,Justin Bieber Featuring Khalid,,43,72,3,92,False,2021-04-17
Lil Bit,Nelly & Florida Georgia Line,,93,0,3,93,False,2021-04-17
Drankin N Smokin,Future & Lil Uzi Vert,,31,0,11,94,False,2021-04-17
Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,,84,0,6,95,False,2021-04-17
Follow You,Imagine Dragons,,83,0,2,96,False,2021-04-17
Gone,Dierks Bentley,,97,0,4,97,False,2021-04-17
Girl Like Me,Black Eyed Peas X Shakira,,67,100,13,98,False,2021-04-17
Buss It,Erica Banks,,47,87,13,99,False,2021-04-17
Arcade,Duncan Laurence,,100,0,1,100,True,2021-04-17
