top_10,top_20,top_50
"['length', 'rms_mean', 'rms_var', 'rolloff_mean', 'rolloff_var', 'harmony_mean', 'mfcc3_var', 'mfcc4_mean', 'mfcc7_var', 'mfcc8_mean', 'mfcc8_var', 'mfcc9_mean', 'mfcc13_var', 'mfcc17_var', 'mfcc19_mean', 'mfcc19_var', 'mean_section_duration', 'var_segment_duration', 'var_segment_loudness_max_time', 'mean_segment_num_pure_pitches', 'num_tatums', 'mean_tatum_duration']","['rms_mean', 'rms_var', 'spectral_bandwidth_var', 'rolloff_mean', 'rolloff_var', 'harmony_mean', 'perceptr_var', 'mfcc6_mean', 'mfcc7_var', 'mfcc12_mean', 'mfcc12_var', 'mfcc13_var', 'mfcc14_mean', 'mfcc16_var', 'mfcc17_var', 'mfcc18_var', 'mfcc19_mean', 'mfcc19_var', 'mfcc20_mean', 'num_bars', 'mean_beat_duration', 'num_sections', 'var_section_tempo', 'num_segments', 'mean_segment_duration', 'mean_segment_loudness_max', 'var_segment_loudness_max_end_diff', 'mean_segment_timbre', 'var_tatum_duration']","['key', 'mode', 'tempo', 'time_signature', 'length', 'chroma_stft_mean', 'rms_mean', 'rms_var', 'spectral_centroid_var', 'spectral_bandwidth_var', 'rolloff_mean', 'rolloff_var', 'zero_crossing_rate_mean', 'zero_crossing_rate_var', 'perceptr_var', 'mfcc1_mean', 'mfcc1_var', 'mfcc2_var', 'mfcc5_mean', 'mfcc6_var', 'mfcc7_mean', 'mfcc8_mean', 'mfcc11_var', 'mfcc12_mean', 'mfcc12_var', 'mfcc13_var', 'mfcc14_mean', 'mfcc14_var', 'mfcc18_var', 'mfcc19_var', 'explicit_True', 'num_bars', 'num_beats', 'mean_beat_duration', 'var_beat_duration', 'mean_section_loudness', 'var_section_loudness', 'mean_segment_loudness_start', 'var_segment_loudness_start', 'var_segment_loudness_max_time', 'mean_segment_loudness_end', 'mean_segment_loudness_start_max_diff', 'var_segment_loudness_max_end_diff', 'mean_segment_num_pitches', 'var_segment_num_pure_pitches', 'mean_segment_timbre', 'var_tatum_duration']"
